,Abstract,Task 1
14725,We perform a Systematic Literature Review to discover how Humanoid robots are being applied in Socially Assistive Robotics experiments.,OTHERS
14763,"We access our models and the evaluation metrics on two tasks: paper-news title transfer, and positive-negative review transfer.",OTHERS
14786,"Naturally, CNN is designed to learn classification method based on shape information, but we proved that CNN can also learn classification based on color distribution.",OTHERS
14870,Answers.,OTHERS
14884,"With this article, we contribute in four ways.",OTHERS
14921,"This paper describes several results of Wimmics, a research lab which names stands for: web-instrumented man-machine interactions, communities, and semantics.",OTHERS
14939,Data curation and analysis of the information may boost our health related knowledge.,OTHERS
15129,2013; Bjork et al.,OTHERS
15130,2010; Jamali and Nabavi 2015).,OTHERS
15131,It is natural to wonder if this might reduce researchers' reliance on library subscriptions for access.,OTHERS
15278,"To the best of our knowledge, this is the first study where discourse relationships between sentences have been used to determine relationships among sentences in legal court case transcripts.",OTHERS
15284,"We expect that a more detailed analysis can help us better characterize the nature of peer relationships and distinguish various types of relations, such as siblings, friends, and romantic partners, more clearly.",OTHERS
15290,Anonymized rater identities are recorded across images allowing us to exploit intra-rater consistency using a novel sampling strategy when computing the ranking loss of training image pairs.,OTHERS
15345,We further investigate the differences between scientific visualization and infographics as a means to understand memorability differences by data attributes.,OTHERS
15402,"The Python SimKern software, the models (in MATLAB, Octave, and R), and the datasets are made freely available at https://github.com/davidcraft/SimKern .",OTHERS
15450,Our contribution is two-fold.,OTHERS
15478,One of the major reasons behind this being that algebraic cryptanalysis mainly depends on I/O relations of the AES S- Box (a major component of the AES).,OTHERS
15526,"Therefore, modelling network delays is important for designing NCS.",OTHERS
15529,This makes estimating ran-dom delays challenging.,OTHERS
15642,The app is freely available at the Apple and Google Play stores.,OTHERS
15656,We conclude with a discussion of how to integrate this approach into large-scale AWE systems.,OTHERS
15783,"The topology provides coordinates which could be used to identify related games in a semantic web ontology and facilitate comparative analysis of agent-based simulations and other research in game theory, as well as charting relationships and potential moves between games as a tool for institutional analysis and design.",OTHERS
15787,"For clustering even nonlinearly separable vectors, the SkeVa family offers also a member based on user-selected kernel functions.",OTHERS
15788,"Further trading off performance for reduced complexity, a fourth member of the SkeVa family is based on a divergence criterion for selecting proper minimal subsets of feature variables and vectors, thus bypassing the need for K-means clustering per iteration.",OTHERS
15820,Directions for future research and possible improvements of the proposed method are discussed.,OTHERS
15847,The existence of very short test sessions makes this data set challenging.,OTHERS
15872,The approach is particularly well-suited for extracting large numbers of concepts from text.,OTHERS
15879,"Meanwhile, we also obtain an asymptotic spectrum analysis by a closed-form expression.",OTHERS
15997,The promising future works are given at the conclusion of the review.,OTHERS
16260,The purpose of this paper is twofold.,OTHERS
16338,We evaluate our approach on Chinese to English language transferring for SLU systems.,OTHERS
16350,Then the best optimal solution obtained by the IDE is provided as the initial Codebook for the LBG.,OTHERS
16356,"Each receiver is equipped with a cache of equal capacity, and the requested files are delivered over a shared error-free broadcast link.",OTHERS
16446,The results are expected to have both theoretical and managerial implications.,OTHERS
16484,We consider mixed-autonomy traffic where a Human-driven Vehicle (HV) and an Autonomous Vehicle (AV) drive together.,OTHERS
16601,"Keywords: Weighted network, increment behavior, tun- able cluster, epidemic spreading.",OTHERS
16628,Code is available at Github: https://github.com/miliadis/DeepVideoCS,OTHERS
16646,We present a novel method for high detail-preserving human avatar creation from monocular video.,OTHERS
16662,Key concepts underlying the compiler approach and the automated generation of computer code are elaborated.,OTHERS
16663,"The approach is demonstrated for a range of common problems, including the Poisson, biharmonic, advection--diffusion and Stokes equations.",OTHERS
16700,We also provide open-source software and tools used for MWE extraction and alignment inspection.,OTHERS
16715,"In this work, we introduce SmartPaste, a first task that requires to use such information.",OTHERS
16716,"The task is a variant of the program repair problem that requires to adapt a given (pasted) snippet of code to surrounding, existing source code.",OTHERS
16774,"However, with the increasing amount of RGB-D data captured from sophisticated sensors like Microsoft Kinect, and the recent advances in the area of sophisticated deep learning techniques, introduction of an efficient deep learning technique for scene flow estimation, is becoming important.",OTHERS
16886,Our data and model can be downloaded from: http://nlp.cs.washington.edu/entity_type,OTHERS
16950,The validity of the obtained ranking for the given decision making problem is established by testing criteria proposed by Wang and Triantaphyllou (2008) along with further analysis and discussion.,OTHERS
16974,The database contains measurements of soil profile data.,OTHERS
16978,"Instead of using statistic metrics that are biased towards specific trees we use a more flexible, global metric of tree quality that try to optimize accuracy and size.",OTHERS
17067,We provide a detailed discussion and preliminary analysis on strategies used in the network training.,OTHERS
17228,A comparison is done to compare the differences between the recognition time in the original algorithm and in the enhanced algorithm.,OTHERS
17328,"Compared to traditional mobile distributed computing systems, mobile edge cloud introduces several complex challenges due to the heterogeneous computing environment, heterogeneous and dynamic network environment, node mobility, and limited battery power.",OTHERS
17329,The real-time requirements associated with the internet of things and cyber-physical system applications make the problem even more challenging.,OTHERS
17335,Source code in TensorFlow and PyTorch is publicly available at https://imatge-upc.github.io/danifojo-2018-repeatrnn/,OTHERS
17387,Our code and newly collected human motion dataset will be publicly shared.,OTHERS
17700,"Keywords: - Internet of Things (IoT), Machine-to-Machine (M2M), Security, 3D printer, smartphone",OTHERS
17793,The interested readers are encouraged to consult the list of bibliographical references for more details on this exciting and always active research topic.,OTHERS
17817,"However, the server is able to determine whether the distance of two encrypted templates is within a pre-defined threshold.",OTHERS
17859,Our code is available at https://github.com/FlamingHorizon/CMM-VR.,OTHERS
17862,"This is both a novel method in process prediction, which has largely relied on explicit process models, and also a novel application of deep learning methods.",OTHERS
17907,"In contrast to other approaches, our general framework easily adapts to situations where one has additional (conditional) independence requirements on the joint distribution, as in the case of graphical models.",OTHERS
17908,We end with a list of open problems.,OTHERS
17909,A complementary article discusses applications to quantum nonlocality and contextuality.,OTHERS
17996,A comparison study with various state-of-the-arm algorithms is also included.,OTHERS
18063,The code is released on https://github.com/AlfredXiangWu/LightCNN.,OTHERS
18199,We have made RESIDE's source code available to encourage reproducible research.,OTHERS
18315,We hope our results will encourage the researchers and engineers to pursue further in compressive imaging for real applications.,OTHERS
18354,For supplementary video see: https://youtu.be/u151hJaGKUo,OTHERS
18497,This will be supported by both simulations and experimental data.,OTHERS
18611,We consider distributed optimization over orthogonal collision channels in spatial random access networks.,OTHERS
18612,Users are spatially distributed and each user is in the interference range of a few other users.,OTHERS
18613,Each user is allowed to transmit over a subset of the shared channels with a certain attempt probability.,OTHERS
18638,"The experimental analysis considers the dispersion uncompensated transmission of a 5 x 32 GBd WDM system with DP-16QAM and DP-64QAM after 4200 km and 1120 km, respectively.",OTHERS
18642,"The experimental analysis considers the dispersion uncompensated transmission of a 5 x 32 GBd WDM system with DP-16QAM and DP-64QAM after 4200 km and 1120 km, respectively.",OTHERS
18755,"By its very nature, the research problem defies the collection of a full set of structural data.",OTHERS
18782,"However, their modeling and configuration remain under-represented.",OTHERS
18783,"In previous work, the integration control and data flow syntax and semantics have been expressed in the Business Process Model and Notation (BPMN) as a semantic model for message-based integration, while adapter and the related quality of service modeling were left for further studies.",OTHERS
18797,The MATLAB source code of the proposed metric is available at https://www.mathworks.com/matlabcentral/fileexchange/59809.,OTHERS
18836,"Such qualitative statements can typically be proved by ""soft analysis"", such as indirect proofs.",OTHERS
18944,"We empirically compare with, and highlight the weakness of, HAT and CHAT, methods of transferring knowledge from a source agent/human to a target agent.",OTHERS
18995,This integration enables design and development of next generation of applications through sharing of resources in mobile environments and also introduces several challenges due to dynamic and unpredictable network.,OTHERS
19166,The optimal scheduling is here defined to ensure that all real-time tasks meet their deadlines when the total utilization demand of the given tasks does not exceed the total processing capacity.,OTHERS
19263,"Theoretical foundations of the approach are presented, the main algorithms of the ASP solver ASPeRiX are detailed and some experiments and comparisons with existing systems are provided.",OTHERS
19270,The proposed theory is applied on the maritime domain and is validated through extensive experimentation with real sensor streams originating from large-scale sensor networks deployed in ships.,OTHERS
19424,"This answers a question recently raised by Sullivan, Townsend and Werzanski.",OTHERS
19614,"Nonetheless, other tasks requiring visual expertise are unlikely to be entrusted to machines for some time, e.g., satellite and medical imagery analysis.",OTHERS
19647,"We apply our approach to a network of about 15,000 Astronomy & Astrophysics papers published 2010 and their cited sources, and to a network of about 100,000 Astronomy & Astrophysics papers (published 2003--2010) which are linked through direct citations.",OTHERS
19660,"Therefore, there is a need in academic centres and universities to strongly popularize and increase the use of GitHub for student works.",OTHERS
19687,This short paper reports the algorithms we used and the evaluation performances for ISIC Challenge 2018.,OTHERS
19696,The medical quality of an actual guideline concerning diabetes mellitus 2 is investigated in this way.,OTHERS
19767,"Together, these applications demonstrate the effectiveness of the approach.",OTHERS
19815,We exemplify an application of deep graphs using a real world dataset of precipitation measurements.,OTHERS
19905,"This article has been published originally in EPL, DOI: 10.1209/0295-5075/108/68008.",OTHERS
19906,This version differs from the published version by minor formatting details.,OTHERS
19920,"We proposed hybrid music recommender systems based solely on data and robust to the so-called ""cold-start problem"" for new music items, favoring the discovery of relevant but non-popular music.",OTHERS
19921,"We thoroughly studied the specific task of music playlist continuation, by analyzing fundamental playlist characteristics, song feature representations, and the relationship between playlists and the songs therein.",OTHERS
19958,"Cars can nowadays record several thousands of signals through the CAN bus technology and potentially provide real-time information on the car, the driver and the surrounding environment.",OTHERS
19959,"This paper proposes a new method for the analysis and classification of driver behavior using a selected subset of CAN bus signals, specifically gas pedal position, brake pedal pressure, steering wheel angle, steering wheel momentum, velocity, RPM, frontal and lateral acceleration.",OTHERS
19960,"Data has been collected in a completely uncontrolled experiment, where 64 people drove 10 cars for or a total of over 2000 driving trips without any type of pre-determined driving instruction on a wide variety of road scenarios.",OTHERS
19961,"We propose an unsupervised learning technique that clusters drivers in different groups, and offers a validation method to test the robustness of clustering in a wide range of experimental settings.",OTHERS
19962,The minimal amount of data needed to preserve robust driver clustering is also computed.,OTHERS
19963,The presented study provides a new methodology for near-real-time classification of driver behavior in uncontrolled environments.,OTHERS
20037,The source code will be made available.,OTHERS
20254,"We evaluate our approach on two prevailing datasets, THUMOS'14 and ActivityNet.",OTHERS
20353,The latter result may have applications beyond the scope of this work.,OTHERS
20387,This paper is under consideration for acceptance in TPLP.,OTHERS
20633,The source code is available online https://github.com/michaelkirsche/IEEE802154INET-Standalone,OTHERS
20733,"In order to verify the capability of the proposed method, a case of study is also presented, it shows that a significant cost reduction is feasible with respect to multi-objective and single-objective optimization methods.",OTHERS
20782,We first present a theory of credal networks based on separately specified sets of probabilities.,OTHERS
20797,"To our knowledge, this is the first project that utilized machine learning in DV prevention.",OTHERS
20798,"The research approach and results of this project not only can improve DV prevention process, but also be applied to other social work or criminal prevention areas.",OTHERS
20855,'s approach.,OTHERS
20941,We believe that such phenomena may be strongly tied to different evolutionary aspects of human languages.,OTHERS
20976,This paper proposes a variant of the normalized cut algorithm for spectral clustering.,OTHERS
20989,"The dataset is composed of 2,000 Brazilian license plates consisting of 14,000 alphanumeric symbols and their corresponding bounding box annotations.",OTHERS
21008,"We present AMIGOS-- A dataset for Multimodal research of affect, personality traits and mood on Individuals and GrOupS.",OTHERS
21018,The database is made publicly available.,OTHERS
21031,"This theory development paper defines and illustrates Sensemaking-Coevolution-Implementation Theory, grounds its concepts and relationships in existing literature, conceptually evaluates the theory and situates it in the broader context of information systems development.",OTHERS
21086,"To deal with the challenges, we present a solution in this study.",OTHERS
21088,"Both Control Server and Readout Server consist three parts: resource manager, waveform engine and communication interface.",OTHERS
21102,"A slightly reduced version of this paper has been published in the Journal for General Philosophy of Science, Springer, March 2013, DOI: 10.1007/s10838-013-9215-7.",OTHERS
21132,In this paper the authors frame this problem within the much broader (and older) one of information overload.,OTHERS
21133,"They argue that users' dissatisfaction with search engines is a currently common manifestation of such a problem, and propose a different angle from which to tackle with it.",OTHERS
21134,"As it will be discussed, their approach shares goals with a current hot research topic (namely, learning to rank for information retrieval) but, unlike the techniques commonly applied in that field, their technique cannot be exactly considered machine learning and, additionally, it can be used to change the search engine's response in real-time, driven by the users behavior.",OTHERS
21135,"Their proposal adapts concepts from Swarm Intelligence (in particular, Ant Algorithms) from an Information Foraging point of view.",OTHERS
21186,Code has been made available at: https://github.com/jiasenlu/NeuralBabyTalk,OTHERS
21189,We have named this system CommSense.,OTHERS
21194,"The major challenge, on which we are continuing our work, is how to characterize the features in the environmental changes.",OTHERS
21195,This is an acute challenge given the fact that the bandwidth available is narrow and the system is inherently a forward looking radar.,OTHERS
21273,"Moreover, we advocate to study further error recognition through neuroimaging to enhance usability and increase user experience.",OTHERS
21291,The ability to identify machine printed characters in an automated or a semi automated manner has obvious applications in numerous fields.,OTHERS
21356,"A state trace difference, regarding the respective nodes of the ClDG is obtained, which leads to detect the bug in the program.",OTHERS
21512,"All three datasets, aligned into a uniform format, are also publicly available.",OTHERS
21526,The algorithm is compared to a deep learning method and shows competitive performance in experiments.,OTHERS
21550,"Yes, it can.",OTHERS
21620,"Finally, our solution is evaluated using simulations in data-center networks.",OTHERS
21784,HEALER will be deployed in the real world in early Spring 2016 and is currently undergoing testing at a homeless shelter.,OTHERS
21887,"In addition, we present a demo website of our tool with examples of good and bad translations: http://attention.lielakeda.lv",OTHERS
21973,CryptoImg can be used from either mobile or desktop clients.,OTHERS
22003,Code available online on GitHub: https://github.com/georgesterpu/Sigmedia-AVSR,OTHERS
22089,"Moreover, the size of the tree is difficult to obtain and it will be different for different active sites.",OTHERS
22092,The result using fixed length and variable length configuration are compared.,OTHERS
22391,Its source code has been integrated into our popular software library GPy.,OTHERS
22476,"A geometrical pattern is a set of points with all pairwise distances (or, more generally, relative distances) specified.",OTHERS
22485,To the best of our knowledge this paper is the first to investigate constellation queries at scale.,OTHERS
22545,"Because the gating network is small, it trains quickly on small amounts of held out data, and does not add overhead at scoring time.",OTHERS
22561,There are three major contributions of this paper.,OTHERS
22562,1,OTHERS
22716,We assume that during peak demand there is insufficient power to charge all the vehicles simultaneously.,OTHERS
22717,"In each five minute interval of time we select a subset of the vehicles to charge, based upon information about the vehicles.",OTHERS
22737,"In the MRT case, our low-complexity version for systems with a large number of antennas may be of independent interest.",OTHERS
22940,"Here, we do not suggest that any aspect of information theory is wrong.",OTHERS
22974,"In this paper, we present the system we have used for the Implicit WASSA 2018 Implicit Emotion Shared Task.",OTHERS
23011,Our code is publicly available at https://github.com/ImagingLab/ICIAR2018,OTHERS
23032,Our source codes are made publicly available(https://github.com/YuliangXiu/PoseFlow).,OTHERS
23078,"While Twitter spambot detection is a specific use case on a specific social media, our proposed methodology is platform and technology agnostic, hence paving the way for diverse behavioral characterization tasks.",OTHERS
23109,Our mixture model uses negligible additional parameters and incurs no extra computation cost during decoding.,OTHERS
23114,"We present monaa, a monitoring tool over a real-time property specified by either a timed automaton or a timed regular expression.",OTHERS
23187,"In this regard, we conducted a case study in the context of Beocat cluster at Kansas State University.",OTHERS
23208,"This formulation is applicable in timetabling applications, where such a clique partition of the conflict graph is given implicitly.",OTHERS
23374,Given the myriad of applications it is clear that a complete understanding of how people move in space can lead to huge benefits to our society.,OTHERS
23412,We provide various examples throughout the paper to illustrate and discuss different definitions and results.,OTHERS
23551,"To this end, we shed light on the handover problem in dense cellular environments, show scenarios where the network fails to support certain mobility profiles, and obtain network design insights.",OTHERS
23642,Maurice Gross (1934-2001) was both a great linguist and a pioneer in natural language processing.,OTHERS
23643,This article is written in homage to his memory,OTHERS
23748,"A scenario is a procedure; thus, our framework can be used both for functional tests and for performance measurements.",OTHERS
23749,We show how to use dfuntest to deploy our DHT prototype on 60 PlanetLab nodes and verify whether the prototype maintains a correct topology.,OTHERS
23866,Our code and data are available at: https://github.com/Yang7879/3D-RecGAN.,OTHERS
23875,"To the best of our knowledge, this is the first deep CNN tailored for the problem of concern, and may be extended to solve similar segmentation tasks to facilitate investigations into pathology and clinical treatment.",OTHERS
23907,"This paper is the extended and detailed version of the presentation at the third International Conference on Algorithms for Computational Biology to be held at Trujillo, Spain, June 21-22, 2016.",OTHERS
24028,"In addition, the centralized architecture of the conventional surveillance systems is vulnerable to single point of failure and privacy breach owning to the lack of protection to the surveillance feed.",OTHERS
24032,"Smart contract enabled access authorization strategy prevents any unauthorized user from accessing the microservices and offers a scalable, decentralized and fine-grained access control solution for smart surveillance systems.",OTHERS
24089,"The framework has the interesting characteristic that no cluster centers need to be explicitly specified, thus the resulting cluster distribution is purely data-driven and no distance metrics need to be predefined.",OTHERS
24131,Code for applying synthetic occlusions is availabe at https://github.com/isarandi/synthetic-occlusion.,OTHERS
24236,We leave unsolved the unconditional existence of a complete problem under polynomial-time kernel reductions for the standard complexity classes.,OTHERS
24267,To appear in Theory and Practice of Logic Programming (TPLP).,OTHERS
24279,We also report on an on-going implementation of our proposed constructs in Encore.,OTHERS
24293,The performance of the proposed unified approach is demonstrated for tensor-based kernels such as the Sparse Matricized Tensor- Times-Khatri-Rao Product (SpMTTKRP) and the Sparse Tensor- Times-Matrix Multiply (SpTTM) and is used in tensor decomposition algorithms.,OTHERS
24334,"Finally, we make suggestions for how our model could be useful to interpretability researchers, system developers, and regulatory bodies auditing machine learning systems.",OTHERS
24480,We briefly report on a successful linear program reconstruction attack performed on a production statistical queries system and using a real dataset.,OTHERS
24602,The time complexity of such problem is very high.,OTHERS
24604,"In the analysis we focus on the case when the modules participate in diagnosis with their observations, rather then the case when indistinguishable observations are blocked due to concurrency.",OTHERS
24684,We extended the approach to video imaging at the native frame rate of the sensor.,OTHERS
24886,(e.g.,OTHERS
24887,"See white papers by Senseye.io, and output of the NASA Prognostics Center of Excellence (PCoE).)",OTHERS
24896,Background subtraction is the primary task of the majority of video inspection systems.,OTHERS
24915,In terms of Organic Computing (OC) it be seen as a step towards self-awareness and self-adaptation.,OTHERS
24960,"The source code of temporal calibration is integrated into our public project, VINS-Mono.",OTHERS
24998,We have made our code and corpus publicly available to make our results reproducible.,OTHERS
25009,"We contribute a modified miniKanren, drivable by an external agent, available at https://github.com/xuexue/neuralkanren.",OTHERS
25223,"In the last decade, deep learning algorithms have become very popular thanks to the achieved performance in many machine learning and computer vision tasks.",OTHERS
25263,"In this work, we also generate a data set for conducting RA-MDS.",OTHERS
25274,"Significance: CLEAR-DR can act as a potential powerful tool to address the uninterpretability issue of current CAD systems, thus improving their utility to clinicians.",OTHERS
25277,"Basically, an agent has to choose a single or series of actions from a set of options, without knowing for sure their consequences.",OTHERS
25360,"While very short simple, the obtained upper bound in near-optimal.",OTHERS
25504,We collected a large-scale dataset that contained 4146 CT scans with annotations of varying types and sizes of PNs (even PNs smaller than 3mm were annotated).,OTHERS
25505,"To the best of our knowledge, this dataset is the largest cohort with relatively complete annotations for PNs detection.",OTHERS
25549,The code for our method is publicly available at https://github.com/code-terminator/DilatedRNN,OTHERS
25606,Some issues of data security are discussed and a random replication scheme is proposed to ensure that the data loss can be highly reduced compared to the existing schemes in the literature.,OTHERS
25653,This document is an extended version of an article currently in print for the proceedings of ICDE'18 with the same title and by the same authors.,OTHERS
25654,The main additions are more implementation details and experiments.,OTHERS
25728,Based on this model we generalize the flooding attacks and propose an effective attack detection using Honeypots.,OTHERS
25733,"We finally discuss how to combine TakeFive and FRED, obtaining higher values of precision, recall and F1.",OTHERS
25737,"Finally we highlight alternatives, and open problems in this direction.",OTHERS
25778,Chromosome representation and genetic operations like Mutation and Crossover are described in detail.,OTHERS
25784,The proposed method can be readily adapted to any non-negative EHR data across various healthcare institutions.,OTHERS
25814,"The square puzzles and the hexagon puzzles are both discrete versions of configuration spaces of disks, which are of interest in statistical mechanics and topological robotics.",OTHERS
25815,"The combinatorial theorems and proofs in this paper suggest followup questions in both combinatorics and topology, and may turn out to be useful for proving topological statements about configuration spaces.",OTHERS
25857,"Second contribution comes from experiments performed on a dataset formed of 20 real-world natural jittery videos, with manually annotated ground truth.",OTHERS
25861,"Different from the traditional domain adaption methods which rely on a global domain shift for all classes between source and target domain, the proposed method is more flexible to capture individual class variations across domains.",OTHERS
25862,"By adopting a natural and widely used assumption -- ""the data samples from the same class should lay on a low-dimensional subspace, even if they come from different domains"", the proposed method circumvents the limitation of the global domain shift, and solves the cross-domain recognition by finding the compact joint subspaces of source and target domain.",OTHERS
25882,Explainable AI has received considerable scientific and popular attention in recent times.,OTHERS
25942,We include a stability criteria for our numerical approximation.,OTHERS
26049,"Furthermore, the model is still unable to handle unseen speakers.",OTHERS
26155,We present results for Turkish and Finnish as agglutinative languages and English as a morphologically poor language.,OTHERS
26238,Learnings from the experiments can further be used to pinpoint course material to be improved and tailor content to be audience specific.,OTHERS
26248,The central conceptual tool in the development of our theory is geometric measure theory.,OTHERS
26340,"Since the achievable rate with finite blocklength channel codes is not convex in radio resources, it is challenging to optimize resource allocation.",OTHERS
26389,"The source code of map reuse is integrated into our public code, VINS-Mono.",OTHERS
26445,This project includes researchers from computer and social sciences.,OTHERS
26464,The operation of the architecture is highly based on the metadata that are outlined in the paper.,OTHERS
26474,We also detail several iterative improvements and failure modes.,OTHERS
26599,Specifically we make three contributions.,OTHERS
26670,The source code and the dataset are available at https://github.com/QiuJueqin/Reweight-CC.,OTHERS
26711,Several useful insights are provided.,OTHERS
26794,This might sound disillusioning at first.,OTHERS
26894,Therefore input data can be either XML or RDF/OWL and output data can be formatted in XML (also using RDF/OWL XML serialization).,OTHERS
26951,This scenario is important in many applications such as homeland security and law enforcement.,OTHERS
27044,These results can be used to improve sales forecasts and to increase sales in marketing campaigns.,OTHERS
27144,"The source code, training data and audio examples of the generated results can be found at https://salu133445.github.io/bmusegan/ .",OTHERS
27185,The simple philosophy behind this strategy is that predictions based on the estimated variances should be both accurate and reliable (i.e. statistical consistent with observations).,OTHERS
27401,"With this strategy, we hope to increase the accuracy of solutions with minimal losses in execution time.",OTHERS
27502,This paper describes a dataset containing small images of text from everyday scenes.,OTHERS
27626,"These approaches, combined with various possibilities of using (e.g.",OTHERS
27690,"To the best of our knowledge, this is one of the first attempts to make use of a combination of stylometric features extracted from emails, and social features extracted from an online social network to detect targeted spear phishing emails.",OTHERS
27844,"Desired temporal properties of the system are expressed using a fragment of linear temporal logic, called safe LTL over finite traces.",OTHERS
28044,"This method ensures physical realizability of MISO WPT systems designed via convex optimization -- a robust, semi-analytical and intuitive route to optimizing such systems.",OTHERS
28156,"In this paper, we outline the different techniques we use in RecStep, and the contribution of each technique to overall performance.",OTHERS
28227,"With respect to practical applicability, it takes on average 14.8 minutes to find a patch.",OTHERS
28228,"The experiment was done on a scientific grid, totaling 17.6 days of computation time.",OTHERS
28229,All the repair systems and experimental results are publicly available on Github in order to facilitate future research on automatic repair.,OTHERS
28291,All the code is publicly available: general-purpose tools have been integrated into the Clinica software (www.clinica.run) and the paper-specific code is available at: https://gitlab.icm-institute.org/aramislab/AD-ML.,OTHERS
28296,The proposed MCM dynamical system is conducive to an analogue circuit implementation on a chip or simulation using Ordinary Differential Equation (ODE) solvers.,OTHERS
28376,"Furthermore, our framework can handle cluttered scenarios.",OTHERS
28377,A new Grasp Type Dataset (GTD) that considers 6 commonly used grasp types and covers 12 household objects is also presented.,OTHERS
28422,Some of them are described in this paper.,OTHERS
28433,"But now computing infrastructure should be energy efficient because, in wireless networking, devices are mostly powered by a battery that is a limited source of energy and is a challenge for the researchers.",OTHERS
28445,Similar speedups are likely to carry over to all RL algorithms.,OTHERS
28555,A GPU-based open source implementation of the algorithm is provided.,OTHERS
28575,This paper has dual aims.,OTHERS
28603,"Also, we extend our discussion with our insights on conceptual spaces of bidirectional hand prosthetics.",OTHERS
28715,This offers the new model to be accomplished by a scale analysis approach based on a spectral decomposition of the total variation.,OTHERS
28726,"In addition, some other security defects are also reported.",OTHERS
28753,"Despite the apparent differences, it seems sensible to put all these languages under the same umbrella.",OTHERS
28780,The approach is vindicated by a prototype implementation.,OTHERS
28833,Our code is available at https://github.com/ramprs/neuron-importance-zsl.,OTHERS
28843,This outline provides an overview over the project.,OTHERS
28858,An energy management scheme is presented for a grid-connected hybrid power system comprising of a photovoltaic generator as the primary power source and fuel-cell stacks as backup generation.,OTHERS
28912,"To the best of our knowledge, this survey is the most recent and comprehensive study of PPDA techniques.",OTHERS
28932,"To denoise a 3D point cloud, we present a novel algorithm, called weighted multi-projection.",OTHERS
28935,We validate the empirical performance on the dataset of ShapeNetCore and show that weighted multi-projection outperforms its competitors in all nine classes.,OTHERS
28975,We hope the observations from this evaluation will help app developers choose appropriate security analysis tools and persuade tool developers and researchers to identify and address limitations in their tools and techniques.,OTHERS
28976,We also hope this evaluation will catalyze or spark a conversation in the software engineering and security communities to require more rigorous and explicit evaluation of security analysis tools and techniques.,OTHERS
28981,The analysis is based on bibliometric data from the Italian university system for the five year period 2004-2008.,OTHERS
29079,The code is publicly available at https://github.com/oval-group/dfw.,OTHERS
29195,Video description is the automatic generation of natural language sentences that describe the contents of a given video.,OTHERS
29265,This paper discusses the mathematical abstractions and methods used in the design of the library and its implementation.,OTHERS
29266,A number of examples are presented to demonstrate the use of the library in application code.,OTHERS
29391,This resulting corpus is a valuable resource for improving the quality and relational abilities of IVAs.,OTHERS
29425,"Having inspected the different models for channel interference present in the literature, it can be obviously seen that interference models have been gradually evolved in terms of complication and sophistication.",OTHERS
29426,"Although numerous papers can be found in the literature that have investigated different models for interference, to the best of our knowledge, very few publications are available that provide a review of all models and their comparisons.",OTHERS
29470,"The current implementation of the tool can be used with any Java-based target application that employs one of the AWT, Swing or SWT toolkits.",OTHERS
29593,"Finally, we consider extensions of these concepts to a more general class of problems of heuristic search under uncertainty.",OTHERS
29667,"Furthermore, by treating software as a work of prose, we can apply a similar analysis to open-source software repositories and explore time-based relations in commit logs.",OTHERS
29669,"Finally, we help readers working on their own temporal analysis by comparing the fundamental differences between literary works and code repositories, and suggest blog or wiki as recently-emerging works.",OTHERS
29818,"In this paper, we consider a subset of Erlang, a functional and concurrent programming language based on the actor model.",OTHERS
29831,Together these components provide a context in which explanation methods can be evaluated regarding their adequacy.,OTHERS
29877,We consider the learning of algorithmic tasks by mere observation of input-output pairs.,OTHERS
30010,Selection of Vadi-Samvadi notes in a quasi-multinomial set up is still an open research problem.,OTHERS
30064,The contributions of this paper are as follows.,OTHERS
30097,The work has been carried out in the framework of the Next Generation Waveform for Increased Spectral Efficiency (NGWISE) project founded by the European Space Agency (ESA).,OTHERS
30239,"Hence, we refer to T(1) as sonorant-fricative discrimination index (SFDI).",OTHERS
30386,Test runs were made and outputs of the application were noted.,OTHERS
30430,"Modern information systems are changing the idea of ""data processing"" to the idea of ""concept processing"", meaning that instead of processing words, such systems process semantic concepts which carry meaning and share contexts with other concepts.",OTHERS
30436,The automatic construction of concept hierarchies from texts is a complex task and much work have been proposing approaches to better extract relations between concepts.,OTHERS
30520,This is naturally interpreted as a Kalman filter with multiple interacting state space vectors.,OTHERS
30585,"Interestingly, the depth (number of layers) of the neural network architectures plays an important role and our theory suggests that for nonparametric regression scaling the network depth with the logarithm of the sample size is natural.",OTHERS
30612,"One Monad to Prove Them All is a modern fairy tale about curiosity and perseverance, two important properties of a successful PhD student.",OTHERS
30613,We follow the PhD student Mona on her adventure of proving properties about Haskell programs in the proof assistant Coq.,OTHERS
30618,"Thus, Mona sets out to learn more about the interactive theorem prover Coq and verifying Haskell programs in Coq.",OTHERS
30631,In order to share the results with other functional programmers the fairy tale is available as a literate Coq file.,OTHERS
30632,"If you are a citizen of the land of functional programming or are at least familiar with its customs, had a journey that involved reasoning about functional programs of your own, or are just a curious soul looking for the next story about monads and proofs, then this tale is for you.",OTHERS
30721,Our method does not require any post processing such as refinement with the iterative closest point algorithm.,OTHERS
30823,"We introduce XtraPuLP, a new distributed-memory graph partitioner designed to process trillion-edge graphs.",OTHERS
31012,Its special nature make them a fascinating tool to test and validate any new vision model proposed.,OTHERS
31014,In this paper we get inspiration from the similarity of this structure with the operations present in Convolutional Neural Networks (CNNs).,OTHERS
31052,"Despite their ostensible simplicity, these questions still remain unanswered, whereas solutions to such problems are essential for testing compilers and optimizing programs whose expected efficiency depends on the size of terms.",OTHERS
