,Abstract,Task 1
11479,This work introduces an efficient CLFD implementation for complex systems described by multipoint geostatistics (MPS).,OBJECTIVES
11488,It is about time to identify the root cause that has hindered the rural technology growth and analyse the possible options in 5G architecture to address this issue.,OBJECTIVES
11494,"Thus, machine learning in the context of bond price predictions should be both fast and accurate.",OBJECTIVES
11495,"In this course project, we use a dataset describing the previous 10 trades of a large number of bonds among other relevant descriptive metrics to predict future bond prices.",OBJECTIVES
11500,A number of improvements have been added to the existing analytical model of hysteresis loop defined in parametric form.,BACKGROUND/OBJECTIVES
11509,"In this paper, we propose a human-friendly, reliable and accurate calibration framework that enables to easily estimate both the intrinsic and extrinsic parameters of a general color-depth sensor couple.",OBJECTIVES
11516,"This leads to our question: can the human-consensus structure of a procedure be learned from a large set of long, unconstrained videos (e.g., instructional videos from YouTube) with only visual evidence?",OBJECTIVES
11517,"To answer this question, we introduce the problem of procedure segmentation--to segment a video procedure into category-independent procedure segments.",OBJECTIVES
11525,"In this paper, an AI driven concept is presented for the malfunction detection in NFV applications with the help of semi-supervised learning.",OBJECTIVES
11531,"In this paper, we aim to address two questions: ""How well do the two major US parties represent the public's ideology?"" and ""Does a more-than-two-party system better represent the ideology of the public?"".",OBJECTIVES
11540,"We propose a set of novel quality criteria, allowing for a more detailed analysis by focusing on specific characteristics of depth maps.",OBJECTIVES
11548,"However, achieving high-performance or high-throughput using GPGPUs are not an easy task compared with conventional programming concepts in the CPU side.",OBJECTIVES
11552,This paper introduce a software system including widely-used Swarm Intelligence algorithms or approaches to be used for the related scientific research studies associated with the subject area.,OBJECTIVES
11557,The objective of this work is to describe the perception of researchers on the application of agile software development practices and principles for research projects.,OBJECTIVES
11559,"We study the computational complexity of an important property of simple, regular and weighted games, which is decisiveness.",OBJECTIVES
11563,"We consider the following problem for a fixed graph H: given a graph G and two H-colorings of G, i.e. homomorphisms from G to H, can one be transformed (reconfigured) into the other by changing one color at a time, maintaining an H-coloring throughout.",BACKGROUND/OBJECTIVES
11577,"This article explores each stage of the life cycle of biodiversity data, discussing its methodologies, tools, and challenges.",OBJECTIVES
11584,"Rather than accepting the rise and fall of universities, departments and individuals on a turbulent sea of arbitrary measures, we suggest it is incumbent upon the scientific community itself to clarify their nature.",OBJECTIVES
11599,"We propose a framework for reproducible and objective classification experiments in AD using three publicly available datasets (ADNI, AIBL and OASIS).",OBJECTIVES
11615,"We analyze the dynamics of policies learned by multiple self-interested independent learning agents, each using its own deep Q-network, on two Markov games we introduce here: 1. a fruit Gathering game and 2. a Wolfpack hunting game.",OBJECTIVES
11616,We characterize how learned behavior in each domain changes as a function of environmental factors including resource abundance.,OBJECTIVES
11622,"However, it required a restrictive condition on the loss functions, making it impossible to use popular losses such as the softmax cross-entropy loss.",OBJECTIVES
11624,"However, this formulation does not explicitly involve a risk estimator.",OBJECTIVES
11625,"Thus model/hyper-parameter selection is not possible by cross-validation---we may need additional ordinarily labeled data for validation purposes, which is not available in the current setup.",OBJECTIVES
11633,"This paper tries to cope with this issue, proposing a software development process to gather the requirement, analyze, design, develop, test and deploy Blockchain applications.",OBJECTIVES
11637,In this paper we analyse the benefits of incorporating interval-valued fuzzy sets into the Bousi-Prolog system.,OBJECTIVES
11640,"The aim of this textbook is to provide students with basic knowledge of stochastic models that may apply to telecommunications research areas, such as traffic modelling, resource provisioning and traffic management.",BACKGROUND/OBJECTIVES/CONCLUSIONS
11644,We study infinite-horizon asymptotic average optimality for parallel server network with multiple classes of jobs and multiple server pools in the Halfin-Whitt regime.,OBJECTIVES
11653,"To tackle this challenging problem, we introduce an algebraically-constrained convolution layer for CNNs with sparse input and demonstrate its capabilities for the scene depth completion task.",OBJECTIVES
11661,"Despite the non-convexity of this objective, we prove that all local minima are global minima, making the approach amenable to simple optimization strategies.",BACKGROUND/OBJECTIVES/CONCLUSIONS
11662,"We empirically show that it is key to use a supervised objective, rather than the more straightforward unsupervised sparse coding approach.",OBJECTIVES/METHODS/CONCLUSIONS
11665,"However, the problem of computing these fugacities is NP-hard.",OBJECTIVES
11666,"In this work, we derive estimates of the fugacities by using a framework called the regional free energy approximations.",OBJECTIVES
11678,The primary objective is to design a feedback controller to achieve bounded tracking error for both standard and non-standard singularly perturbed systems.,OBJECTIVES
11685,Provably optimal solutions may be desirable for commercial and defense applications.,BACKGROUND/OBJECTIVES
11686,"Additionally, for applications such as register allocation and code optimization, naturally-occurring instances of graph coloring are often small and can be solved optimally.",BACKGROUND/OBJECTIVES
11690,Our focus on reducing CSPs to SAT allows us to leverage recent dramatic improvement in SAT solvers and automatically benefit from future progress.,OBJECTIVES
11696,"Allowing for on-demand mobility management solutions will not only provide the network with the flexibility that it needs to accommodate the many different use cases that are to be served by future networks, but it will also provide the network with the scalability that is needed alongside the flexibility to serve future networks.",OBJECTIVES
11700,"In our work, we examine two important aspects that allow live analysis of building structures in city models given oblique aerial imagery, namely automatic building extraction with convolutional neural networks (CNNs) and selective real-time depth estimation from aerial imagery.",OBJECTIVES
11709,These properties should be taken into consideration in the design of autonomous artificial cognitive systems construed to interact with learn from more than one contact or 'neighbour'.,OBJECTIVES
11710,"To this end, significant practical import can be gleaned from research applying strict science methodology to human and social phenomena, e.g. to discovery of realistic creativity potential spans, or the 'exposure thresholds' after which new information could be accepted by a cognitive agent.",OBJECTIVES
11711,The results will be presented of a project analysing the social propagation of neologisms in a microblogging service.,OBJECTIVES
11712,"From local, low-level interactions and information flows between agents inventing and imitating discrete lexemes we aim to describe the processes of the emergence of more global systemic order and dynamics, using the latest methods of complexity science.",OBJECTIVES/METHODS
11721,"In this paper, we propose a Leap Motion controller-based methodology to facilitate rendering of 2D and 3D shapes on display devices.",OBJECTIVES
11734,"One limitation of the current framework is the reliance on metric distances, whereas in many practical applications objects are compared by non-metric dissimilarity measures.",OBJECTIVES
11746,This article introduces a Contracting Path-based Convolutional Encoder-decoder (CPCE) network in 2D and 3D configurations within the GAN framework for low-dose CT denoising.,OBJECTIVES
11750,"A simulation model based on parallel systems is established, aiming to explore the relation between the number of submissions and the overall quality of academic journals within a similar discipline under peer review.",OBJECTIVES/METHODS
11753,We study probabilistic complexity classes and questions of derandomisation from a logical point of view.,OBJECTIVES
11755,"Our main focus lies on questions of derandomisation, and we prove that there is a query which is definable in BPFO, the probabilistic version of first-order logic, but not in Cinf, finite variable infinitary logic with counting.",OBJECTIVES
11765,"The purpose of this study is to investigate the effect of changes in project-driven production systems from a conceptual point of view, furthermore, measuring and correlating the transient response of five cases to their flow variability.",OBJECTIVES
11776,"In this tutorial, we present GPs for regression as a natural nonlinear extension to optimal Wiener filtering.",OBJECTIVES/METHODS
11780,"In this paper, we develop learning to rank formulations for hashing, aimed at directly optimizing ranking-based evaluation metrics such as Average Precision (AP) and Normalized Discounted Cumulative Gain (NDCG).",OBJECTIVES
11787,To properly evolve ANNs with more than one hidden-layer and multiple output nodes there is the need to know the number of neurons available in previous layers.,BACKGROUND/OBJECTIVES
11788,In this paper we introduce Dynamic Structured Grammatical Evolution (DSGE): a new genotypic representation that overcomes the aforementioned limitations.,OBJECTIVES
11793,"Unsupervised techniques, such as anomaly detection, can help us secure the IoT devices.",BACKGROUND/OBJECTIVES
11794,"However, an anomaly detection model must be trained for a long time in order to capture all benign behaviors.",BACKGROUND/OBJECTIVES
11795,This approach is vulnerable to adversarial attacks since all observations are assumed to be benign while training the anomaly detection model.,BACKGROUND/OBJECTIVES
11796,"In this paper, we propose CIoTA, a lightweight framework that utilizes the blockchain concept to perform distributed and collaborative anomaly detection for devices with limited resources.",OBJECTIVES/METHODS
11805,"Being able to predict end user' quality of experience (QoE) resulting from these adjustments could lead to perceptually-driven network resource allocation strategies that would deliver streaming content of higher quality to clients, while being cost effective for providers.",OBJECTIVES
11806,Existing objective QoE models only consider the effects on user QoE of video quality changes or playback interruptions.,OBJECTIVES
11820,"In this paper, we propose a computational framework, Patient2Vec, to learn an interpretable deep representation of longitudinal EHR data which is personalized for each patient.",OBJECTIVES/METHODS
11826,They bridge the semantic gap between human description and person retrieval in surveillance video.,OBJECTIVES
11833,"Peer grading is often viewed as a scalable solution to this challenge, which largely depends on the altruism of the peer graders.",OBJECTIVES
11840,We use the sub-6 GHz channel covariance as an out-of-band side information for mmWave link configuration.,OBJECTIVES
11845,We also analyze the loss in the signal-to-noise ratio due to an imperfect estimate of the covariance.,OBJECTIVES
11857,"While there are statistical packages for estimating various parametric forms of the preferential attachment function, there is no such package implementing non-parametric estimation procedures.",OBJECTIVES
11858,The non-parametric approach to the estimation of the preferential attachment function allows for comparatively finer-grained investigations of the `rich-get-richer' phenomenon that could lead to novel insights in the search to explain certain nonstandard structural properties observed in real-world networks.,OBJECTIVES
11859,"This paper introduces the R package PAFit, which implements non-parametric procedures for estimating the preferential attachment function and node fitnesses in a growing network, as well as a number of functions for generating complex networks from these two mechanisms.",OBJECTIVES
11865,"In this paper we present a simple framework to study various distance problems of permutations, including the transposition and block-interchange distance of permutations as well as the reversal distance of signed permutations.",OBJECTIVES
11871,This paper describes English to Indian language statistical machine translation using pre-ordering and suffix separation.,OBJECTIVES
11874,The suffix separation is used to tackle the morphological divergence between English and highly agglutinative Indian languages.,OBJECTIVES
11878,"First, it predicts the results of competitions without rating many individuals.",OBJECTIVES
11879,"Second, it takes full advantage of the structure of competitions.",OBJECTIVES
11880,"Third, the model provides an easy method to quantify the uncertainty in competitions.",OBJECTIVES
11881,"Fourth, some of our methods can be directly generalized for comparisons among three or more individuals.",OBJECTIVES
11884,This paper deals with optimal control problems for systems affine in the control variable.,OBJECTIVES
11885,"We consider nonnegativity constraints on the control, and finitely many equality and inequality constraints on the final state.",OBJECTIVES
11890,This paper presents a first investigation of the computation of synchronizing sequences for systems modeled by bounded synchronized Petri nets.,OBJECTIVES
11895,"However, the reasons for this are unclear, since a very particular alignment of the latent embedding is needed but the design of the VAE does not encourage it in any explicit way.",OBJECTIVES
11900,This expository paper recounts the theory behind these graphs and examines several recently developed algorithms that realize substantial (often dramatic) performance gains by exploiting this theory.,OBJECTIVES
11901,This paper investigates delay-distortion-power trade offs in transmission of quasi-stationary sources over block fading channels by studying encoder and decoder buffering techniques to smooth out the source and channel variations.,OBJECTIVES
11910,"In this paper, we consider a MU-MISO system where users have highly accurate Channel State Information (CSI), while the Base Station (BS) has partial CSI consisting of an imperfect channel estimate and statistical knowledge of the CSI error.",OBJECTIVES
11911,"With the objective of maximizing the Average Sum Rate (ASR) subject to a power constraint, a special transmission scheme is considered where the BS transmits a common symbol in a multicast fashion, in addition to the conventional private symbols.",OBJECTIVES/METHODS
11923,"In this work, we introduce a new saliency map model which formulates a map as a generalized Bernoulli distribution.",OBJECTIVES
11946,This paper presents an efficient data migration scheme at the Operating System level in a hybrid DRAMNVM memory architecture.,OBJECTIVES
11957,In this paper we propose a new method of varying the learning rate of a frequency-domain echo canceller.,OBJECTIVES
11964,The aim of this paper is to show experimentally how to determine the number of clusters based on cluster quality.,OBJECTIVES/METHODS
11966,We consider the problem of reconstructing a 3-D scene from a moving camera with high frame rate using the affine projection model.,OBJECTIVES
11974,"In this study, we analyze the healthy eating behaviors of active food journalers using data from MyFitnessPal.",OBJECTIVES/METHODS
11977,"We construct a family of perfect polyphase sequences that has the Frank sequences, Chu sequences, and Milewski sequences as special cases.",OBJECTIVES
11978,"This is not the most general construction of this type, but it has a particularly simple form.",OBJECTIVES
11979,We also include some remarks about the acyclic autocorrelations of our sequences.,OBJECTIVES
11980,"We present a machine learning framework that leverages a mixture of metadata, network, and temporal features to detect extremist users, and predict content adopters and interaction reciprocity in social media.",OBJECTIVES/METHODS
11999,"In this study, we analyze three large datasets of computer science papers in the categories of artificial intelligence, software engineering, and theory and methods and apply 12 different ranking methods to the citation networks of authors.",OBJECTIVES/METHODS
12004,"The empirical Gramian framework - emgr - implements the empirical Gramians in a uniform and configurable manner, with applications such as Gramian-based (nonlinear) model reduction, decentralized control, sensitivity analysis, parameter identification and combined state and parameter reduction.",OBJECTIVES
12007,"The Q function neural network contains a lot of implicit knowledge about the RL problems, but often remains unexamined and uninterpreted.",OBJECTIVES
12008,"To our knowledge, this work develops the first mimic learning framework for Q functions in DRL.",OBJECTIVES
12009,We introduce Linear Model U-trees (LMUTs) to approximate neural network predictions.,OBJECTIVES
12013,"The problem of robustly reconstructing a large number from its erroneous remainders with respect to several moduli, namely the robust remaindering problem, may occur in many applications including phase unwrapping, frequency detection from several undersampled waveforms, wireless sensor networks, etc.",BACKGROUND/OBJECTIVES
12021,In this paper we present a method for automatically planning robust optimal paths for a group of robots that satisfy a common high level mission specification.,OBJECTIVES
12024,The goal is to minimize the maximum time between satisfying instances of the optimizing proposition while ensuring that the LTL formula is satisfied even with uncertainty in the robots' traveling times.,OBJECTIVES
12032,"In this letter, we address the symbol synchronization issue in molecular communication via diffusion (MCvD).",OBJECTIVES
12037,"In this lecture note, we describe high dynamic range (HDR) imaging systems; such systems are able to represent luminances of much larger brightness and, typically, also a larger range of colors than conventional standard dynamic range (SDR) imaging systems.",BACKGROUND/OBJECTIVES
12047,"This paper comprehensively reviews the automated approaches (i.e., approaches to feature extraction) for analyzing infants' pain and the current efforts in automatic pain recognition.",OBJECTIVES/METHODS
12048,"In addition, it reviews the databases available to the research community and discusses the current limitations of the automated pain assessment.",OBJECTIVES/METHODS
12051,"In this work, we propose a novel methodology using graph clustering to analyze average treatment effects under social interference.",OBJECTIVES
12061,"Besides recognition accuracy, strong demands in understanding deep CNNs in the research community motivate developments of tools to dissect pre-trained models to visualize how they make predictions.",OBJECTIVES
12062,Recent works further push the interpretability in the network learning stage to learn more meaningful representations.,OBJECTIVES
12063,"In this work, focusing on a specific area of visual recognition, we report our efforts towards interpretable face recognition.",OBJECTIVES
12067,"In this paper, we address the question of information preservation in ill-posed, non-linear inverse problems, assuming that the measured data is close to a low-dimensional model set.",OBJECTIVES/METHODS
12077,This paper studies the relation between the occurrence of exceptions and operational performance.,OBJECTIVES
12085,Here we focus on Robust PCA in the column sparse outlier model.,BACKGROUND/OBJECTIVES
12088,"Motivated by this we propose a parameter free outlier identification method for robust PCA which a) does not require the knowledge of outlier fraction, b) does not require the knowledge of the dimension of the underlying subspace, c) is computationally simple and fast.",OBJECTIVES/METHODS
12091,"(2015), then introduce dropout during inference mode to simulate the effects of neurodegenerative diseases like Alzheimer's disease (AD) and Wernicke's aphasia (WA).",OBJECTIVES/METHODS
12097,"Therefore, this paper proposes a system that analyzes features of encountered objects and then uses these features to compare unknown objects to already known ones.",OBJECTIVES/METHODS
12101,"This paper introduces a novel approach of clustering, which is based on group consensus of dynamic linear high-order multi-agent systems.",OBJECTIVES/METHODS
12106,We reveal a complete set of constraints that need to be imposed on a set of 3-by-3 matrices to ensure that the matrices represent genuine homographies associated with multiple planes between two views.,OBJECTIVES
12109,"As the number of charging Plug-in Electric Vehicles (PEVs) increase, due to the limited power capacity of the distribution feeders and the sensitivity of the mid-way distribution transformers to the excessive load, it is crucial to control the amount of power through each specific distribution feeder to avoid system overloads that may lead to breakdowns.",BACKGROUND/OBJECTIVES
12110,"In this paper we develop, analyze and evaluate charging algorithms for PEVs with feeder overload constraints in the distribution grid.",OBJECTIVES/METHODS/RESULTS
12111,The algorithms we propose jointly minimize the variance of the aggregate load and prevent overloading of the distribution feeders.,OBJECTIVES/METHODS/RESULTS
12112,In this paper we present an online wide-area oscillation damping control (WAC) design for uncertain models of power systems using ideas from reinforcement learning.,OBJECTIVES
12114,"However, unlike conventional linear quadratic regulators (LQR), we intend our controller to be sparse, so its implementation reduces the communication costs.",OBJECTIVES
12121,This work presents a detailed analysis of AODV.,OBJECTIVES/RESULTS
12122,This study is focused on the use of AODV in Intelligent Transportation System.,OBJECTIVES
12123,The limitations in the working of AODV routing protocol has been identified and proved.,OBJECTIVES/METHODS/RESULTS
12124,These limitations can be removed to some extent in order to increase the performance of vehicular networks and make the driving more safe and easy for a normal user as well as the implementation complications will be removed and an efficient system implementation will be possible.,OBJECTIVES/CONCLUSIONS
12125,We describe the LoopInvGen tool for generating loop invariants that can provably guarantee correctness of a program with respect to a given specification.,OBJECTIVES
12126,LoopInvGen is an efficient implementation of the inference technique originally proposed in our earlier work on PIE (https://doi.org/10.1145/2908080.2908099).,BACKGROUND/OBJECTIVES
12127,"In contrast to existing techniques, LoopInvGen is not restricted to a fixed set of features -- atomic predicates that are composed together to build complex loop invariants.",OBJECTIVES/METHODS
12130,We show how the spellings of known words can help us deal with unknown words in open-vocabulary NLP tasks.,OBJECTIVES
12140,"We therefore propose a new image retrieval solution that is able to sort images through a random walk on a multi-layer graph, where each layer corresponds to a different type of information about the image data.",OBJECTIVES
12149,This paper presents an effective color normalization method for thin blood film images of peripheral blood specimens.,BACKGROUND/OBJECTIVES
12154,"How can a delivery robot navigate reliably to a destination in a new office building, with minimal prior information?",OBJECTIVES
12164,A hybrid technique involving fuzzing and symbolic execution may achieve better function coverage than fuzzing or symbolic execution alone.,OBJECTIVES/RESULTS
12168,This paper presents a generalized energy storage system model for voltage and angle stability analysis.,OBJECTIVES
12169,The proposed solution allows modeling most common energy storage technologies through a given set of linear differential algebraic equations (DAEs).,OBJECTIVES
12180,"Data visualization approaches can be classified into several groups, starting from creating informative charts and diagrams (statistical graphics and infographics) and ending with advanced statistical methods for visualizing multidimensional tables containing both quantitative and qualitative information.",OBJECTIVES
12183,"We analyze here mobility and calling patterns in order to identify potential risk zones for the disease, by using public health information and mobile phone records.",OBJECTIVES
12184,"Geolocalized call records are rich in social and mobility information, which can be used to infer whether an individual has lived in an endemic area.",OBJECTIVES/METHODS
12186,Our objective is to generate risk maps which can be used by public health campaign managers to prioritize detection campaigns and target specific areas.,OBJECTIVES
12187,"Finally, we analyze the value of mobile phone data to infer long-term migrations, which play a crucial role in the geographical spread of Chagas disease.",OBJECTIVES
12189,"Provable robustness to noise and other perturbations is receiving recent interest in vision, from obtaining immunity to adversarial attacks to assessing and describing failure modes of algorithms in mission critical applications.",OBJECTIVES
12197,"Based on the proposed delayed feedback method, a new robust tracking system is designed.",OBJECTIVES/METHODS
12205,This paper considers the problem of single-server single-message private information retrieval with coded side information (PIR-CSI).,OBJECTIVES
12213,"The challenge is to find measures that can be computed efficiently, and that can be able to classify the users according to relevance criteria as close as possible to reality.",OBJECTIVES
12215,"Twitter has different types of users, but the greatest utility lies in finding the most influential ones.",OBJECTIVES
12216,The purpose of this article is to collect and classify the different Twitter influence measures that exist so far in literature.,OBJECTIVES
12229,"The proposed distributed approach converges quickly and performs almost as well as a centralized solution, but with much lower signaling overhead.",OBJECTIVES/METHODS/RESULTS
12230,"It provides a hybrid scheduling policy which allows FD operations whenever it is advantageous, but otherwise defaults to HD operation.",OBJECTIVES/METHODS/RESULTS
12233,"This paper is about the kinematics, the workspace and singularity analysis of a 3-PRPiR parallel robot involving lockable Pi and R (revolute) joints.",OBJECTIVES
12246,"Here we discuss ideas across machine learning, neuroscience, and cognitive science that matter for the principle of learning-to-learn.",OBJECTIVES/METHODS
12248,"In this paper, we introduce an attention-over-attention (AOA) neural network for aspect level sentiment classification.",OBJECTIVES
12256,Our work overcomes both drawbacks.,OBJECTIVES
12262,We motivate a method for transparently identifying ineffectual computations in unmodified Deep Learning models and without affecting accuracy.,OBJECTIVES
12263,"Specifically, we show that if we decompose multiplications down to the bit level the amount of work performed during inference for image classification models can be consistently reduced by two orders of magnitude.",OBJECTIVES/RESULTS
12265,"We present Laconic a hardware accelerator that implements this approach to improve execution time, and energy efficiency for inference with Deep Learning Networks.",OBJECTIVES
12266,"Laconic judiciously gives up some of the work reduction potential to yield a low-cost, simple, and energy efficient design that outperforms other state-of-the-art accelerators.",OBJECTIVES
12269,"Laconic does not require but rewards advances in model design such as a reduction in precision, the use of alternate numeric representations that reduce the number of bits that are ""1"", or an increase in weight or activation sparsity.",OBJECTIVES/CONCLUSIONS
12270,"In this letter, we present a unified Bayesian inference framework for generalized linear models (GLM) which iteratively reduces the GLM problem to a sequence of standard linear model (SLM) problems.",OBJECTIVES/METHODS
12277,"To this end, we propose sample-level deep convolutional neural networks which learn representations from very small grains of waveforms (e.g.",OBJECTIVES/METHODS
12278,2 or 3 samples) beyond typical frame-level input representations.,OBJECTIVES/METHODS
12281,"This article examines the structure and spatial patterns of violent political organizations in the Sahel-Sahara, a region characterized by growing political instability over the last 20 years.",OBJECTIVES
12289,"It requires a novel look at data representations, associated operations, and circuits, and at materials and substrates that enable them.",OBJECTIVES
12299,"In this work, we present a hierarchical sequential labeling network to make use of the contextual information within surrounding sentences to help classify the current sentence.",OBJECTIVES
12302,It is trying to answer the following question: To what extent (and why) do people from non-English language communities use the English Wikipedia instead of the one in their local language?,OBJECTIVES
12304,"In this paper, we present TeachNet, a novel neural network architecture for intuitive and markerless vision-based teleoperation of dexterous robotic hands.",OBJECTIVES
12312,"However, they have also been shown to be vulnerable to adversarial examples.",BACKGROUND/OBJECTIVES
12313,"This phenomenon has recently attracted a lot of attention but it has not been extensively studied on multiple, large-scale datasets and structured prediction tasks such as semantic segmentation which often require more specialised networks with additional components such as CRFs, dilated convolutions, skip-connections and multiscale processing.",OBJECTIVES
12314,"In this paper, we present what to our knowledge is the first rigorous evaluation of adversarial attacks on modern semantic segmentation models, using two large-scale datasets.",OBJECTIVES
12321,This work develops probabilistic graphical models to generalize a few obfuscation techniques and to enable analyses of the Expected Classification Accuracy (ECA) as a result of these different obfuscation on various attack models.,OBJECTIVES
12329,"While traditional systematic literature surveys focus on analyzing literature using arbitrary results, visual surveys allow for the analysis of domains by using complex network-based analytical models.",OBJECTIVES
12338,"In this work, we propose a two stage semi-supervised approach to bootstrap large-scale data for automatic sensitive language detection from publicly available web resources.",OBJECTIVES
12349,"In this paper we show how the UPMurphi model checking based planning tool can be used to generate resource-optimal plans to control the engine of an autonomous planetary vehicle, working directly on its hybrid model and taking into account several safety constraints, thus achieving very accurate results.",OBJECTIVES/METHODS/CONCLUSIONS
12350,"Drawing inspiration from the theory of linear ""decomposable systems"", we provide a method, based on linear matrix inequalities (LMIs), which makes it possible to prove the convergence (or consensus) of a set of interacting agents with polynomial dynamic.",BACKGROUND/OBJECTIVES/METHODS/RESULTS
12353,We consider high dimensional dynamic multi-product pricing with an evolving but low-dimensional linear demand model.,OBJECTIVES
12358,"However, none of the existing permission models provides a systematic approach that can automatically answer the question: Is the resource access indicated by app foreground?",BACKGROUND/OBJECTIVES
12367,This paper proposes search technique that is capable of searching the extensive publications by utilizing grid computing technology.,OBJECTIVES
12390,"In this work, we propose two versions of a trajectory calculus based on the allowed properties over trajectories, where trajectories are defined as a sequence of non-overlapping regions of a partitioned map.",OBJECTIVES/METHODS
12398,Can cascades be predicted?,OBJECTIVES
12410,"We fix this problem by weighing the examples in such a way that the min-max problem will be well defined, and provide analysis with logarithmic regret that may have better multiplicative factor than both bounds of Forster and Vovk.",OBJECTIVES/METHODS
12416,"In this paper, we investigate a new deep architecture, Densely Connected Convolutional Networks (DenseNet), to learn optical flow.",OBJECTIVES
12417,"This specific architecture is ideal for the problem at hand as it provides shortcut connections throughout the network, which leads to implicit deep supervision.",OBJECTIVES
12423,"Toward this end, we propose an underwater fish recognition framework that consists of a fully unsupervised feature learning technique and an error-resilient classifier.",OBJECTIVES
12429,We present an approach to learn a dense pixel-wise labeling from image-level tags.,OBJECTIVES
12430,Each image-level tag imposes constraints on the output labeling of a Convolutional Neural Network (CNN) classifier.,OBJECTIVES
12431,"We propose Constrained CNN (CCNN), a method which uses a novel loss function to optimize for any set of linear constraints on the output space (i.e. predicted label distribution) of a CNN.",OBJECTIVES
12432,Our loss formulation is easy to optimize and can be incorporated directly into standard stochastic gradient descent optimization.,OBJECTIVES
12439,"Using Twitter data of 315 U.S. newspaper organizations and their audiences, this study uses multiple regression analysis to examine the influence of key news organization characteristics on audience engagement with news: (1) trustworthiness computed by the Trust Scores in Social Media (TSM) algorithm; (2) quantity of tweets; and (3) skillfulness of Twitter use.",OBJECTIVES
12441,"Methods to measure trustworthiness of news organizations and audience news engagement, as well as scalable algorithms to compute them from large-scale datasets, are also proposed.",OBJECTIVES
12444,"To resolve this issue, we propose Y^2Seq2Seq, a view-based model, to learn cross-modal representations by joint reconstruction and prediction of view and word sequences.",OBJECTIVES
12448,"We investigate the multi-step prediction of the drivable space, represented by Occupancy Grid Maps (OGMs), for autonomous vehicles.",OBJECTIVES
12456,"With the successful use of Neural Networks on various classification applications, in this paper, we propose FakeGAN a system that for the first time augments and adopts Generative Adversarial Networks (GANs) for a text classification task, in particular, detecting deceptive reviews.",OBJECTIVES/METHODS
12469,"Relying on the powerful framework of complex networks, we conduct a systematic analysis of the consistency among six major scientific databases.",OBJECTIVES
12474,"In this paper, we propose an augmented objective based on Neumann series that well approximates the original criterion and is amenable to greedy optimization.",OBJECTIVES
12477,"Further, for the dynamic network case where node availability varies across time, we propose an extended sampling strategy that replaces offline samples one-by-one in the selected set.",OBJECTIVES/METHODS
12478,"For signal reconstruction, we propose an accompanied biased signal recovery strategy that reuses the approximated filter from sampling.",OBJECTIVES/METHODS
12488,We present a novel approach to estimate the delay observed between the occurrence and reporting of rape crimes.,OBJECTIVES
12489,"We explore spatial, temporal and social effects in sparse aggregated (area-level) and high-dimensional disaggregated (event-level) data for New York and Los Angeles.",OBJECTIVES
12499,"In this paper, we unify bilinear pooling and the global Gaussian embedding layers through the empirical moment matrix.",OBJECTIVES
12503,"We introduce Eigen Evolution Pooling, an efficient method to aggregate a sequence of feature vectors.",OBJECTIVES
12510,"In this paper, we explore a natural setup for learning cross-lingual sentence representations: the dual-encoder.",OBJECTIVES
12513,"The paper extends the CF approach to the case in which both the APs and the MSs are equipped with multiple antennas, proposing a beamfoming scheme that, relying on the channel hardening effect, does not require channel estimation at the MSs.",OBJECTIVES
12514,We contrast the CF massive MIMO approach with a user-centric (UC) approach wherein each MS is served only by a limited number of APs.,OBJECTIVES
12516,"Furthermore, in the paper we propose two power allocation strategy for the uplink and downlink, one aimed at maximizing the overall data-rate and another aimed at maximizing system fairness.",OBJECTIVES
12520,"In this paper, we revisit the notion of modeling contrast in order to reason with sarcasm.",OBJECTIVES
12525,"We investigate an extensive number of such unsupervised measures, using several distributional semantic models that differ by context type and feature weighting.",OBJECTIVES
12526,We analyze the performance of the different methods based on their linguistic motivation.,OBJECTIVES
12532,"In this paper, a survey of the quality assessment methods for conventional image signals, as well as the newly emerged ones, which includes the high dynamic range (HDR) and 3-D images, is presented.",OBJECTIVES
12533,A comprehensive explanation of the subjective and objective IQA and their classification is provided.,OBJECTIVES
12534,"Six widely used subjective quality datasets, and performance measures are reviewed.",OBJECTIVES
12536,"Furthermore, a brief introduction to 3-D IQA is provided and the issues related to this area of research are reviewed.",OBJECTIVES
12539,For large networks such origin-destination traffic prediction problem takes the form of a large under-constrained and under-determined system of equations with a dynamic measurement matrix.,OBJECTIVES
12540,"In this work, we present our Compressed Sensing with Dynamic Model Estimation (CS-DME) architecture suitable for modern software defined networks.",OBJECTIVES
12547,The participants were asked to group contexts of a given word in accordance with its senses that were not provided beforehand.,OBJECTIVES
12558,A modified patch ordering method for image denoising is proposed.,OBJECTIVES
12567,This work is the first that presents an experimental study of a range of different targets and objective functions used to train a deep-learning-based AV-SE system.,OBJECTIVES
12570,"We study which monoids cause the extensions of context-free grammars, finite automata, or finite state transducers to exceed the capacity of the original model.",OBJECTIVES
12571,"Furthermore, we investigate when, in the extended automata model, the nondeterministic variant differs from the deterministic one in capacity.",OBJECTIVES
12577,"In this paper, we present a metascheduling algorithm to optimize the placement of jobs in a compute grid which consumes electricity from the day-ahead wholesale market.",OBJECTIVES
12586,"In this paper we will present the beam management procedures that 3GPP has included in the NR specifications, focusing on the different operations that can be performed in Standalone (SA) and in Non-Standalone (NSA) deployments.",OBJECTIVES
