,Abstract,Task 1
14012,"Our analysis reveals how the interplay between network topology, connectivity and strategy update rules can affect population level outcomes in such asymmetric games.",CONCLUSIONS
14026,"We show that if a discrete-time control system is so-called incrementally passivable, then one can construct its finite abstraction by a suitable quantization of the input and state sets together with the corresponding storage function.",CONCLUSIONS
14027,"Finally, the proposed results are illustrated by constructing a finite abstraction of a network of linear discrete-time control systems and its corresponding simulation function in a compositional way.",CONCLUSIONS
14028,"The compositional conditions in this example do not impose any restriction on the gains or the number of the subsystems which, in particular, elucidates the effectiveness of dissipativity-type compositional reasoning for networks of systems.",CONCLUSIONS
14037,"The proposed technique helps twitter follower to read, relevant and interesting hashtag.",RESULTS/CONCLUSIONS
14053,"Compared to traditional deep learning methods, the implemented feature learning method has much less parameters and is validated in several typical experiments, such as digit recognition on MNIST and MNIST variations, object recognition on Caltech 101 dataset and face verification on LFW dataset.",RESULTS/CONCLUSIONS
14064,Methods for training ANNs thus carry directly to the training of such spiking networks as we show when training on the permutation invariant MNIST task.,CONCLUSIONS
14065,"In contrast to rate-based spiking networks that are often used to approximate the behavior of ANNs, the networks we present spike much more sparsely and their behavior can not be directly approximated by conventional ANNs.",CONCLUSIONS
14066,"Our results highlight a new approach for controlling the behavior of spiking networks with realistic temporal dynamics, opening up the potential for using these networks to process spike patterns with complex temporal information.",CONCLUSIONS
14075,"Compared with the 32 layers residual neural networks, the presented SGAD can reduce the FLOPs by 77% with less than 1% drop in accuracy on CIFAR-10.",RESULTS/CONCLUSIONS
14086,"In other words, to achieve a specific performance level, greater channel delay necessitates spending higher data rate.",CONCLUSIONS
14123,"Compared with other state-of-the-art approaches, BING++ can achieve comparable performance, but run significantly faster.",CONCLUSIONS
14136,"The test results show that TS/PR obtains competitive results compared with state-of-the-art algorithms for JSP in the literature, demonstrating its efficacy in terms of both solution quality and computational efficiency.",CONCLUSIONS
14157,We show how the preference radius relates to the optimal gap and we use this concept to provide a theoretical analysis of the Thompson sampling algorithm from multivariate normal priors.,RESULTS/CONCLUSIONS
14158,We finally present experiments to support the theoretical results and highlight the fact that one cannot simply scalarize multi-objective problems into single-objective problems.,RESULTS/CONCLUSIONS
14160,"All mesh nodes can be interpreted as control points of geometrically-smooth, piecewise polynomials that we call GT-splines.",CONCLUSIONS
14171,We show that the protocol improves the energy efficiency of the network comparing to the direct transmission even if only a few devices are considered for relaying.,CONCLUSIONS
14172,We also demonstrate the effectiveness of the protocol by means of simulations in realistic scenarios of the wireless network.,CONCLUSIONS
14176,In this paper we obtain a recursive equation for the likelihood ratio expressed as a LR vector.,RESULTS/CONCLUSIONS
14177,With it successive cancellation (SC) decoding is applied in a straightforward way.,RESULTS/CONCLUSIONS
14178,"The complexity is quadratic in the order of the field, but the use of the LR vector introduces factors that soften that complexity.",RESULTS/CONCLUSIONS
14179,We also show that operations can be parallelized in the decoder.,RESULTS/CONCLUSIONS
14180,"The Bhattacharyya parameters are expressed as a function of the LR vectors, as in the binary case, simplifying the construction of the codes.",RESULTS/CONCLUSIONS
14182,The direct q-ary polar coding is closer to the theoretical limit than other techniques when the alphabet size is large.,RESULTS/CONCLUSIONS
14183,Our results suggest that direct q-ary polar coding could be used in real scenarios.,RESULTS/CONCLUSIONS
14184,"We introduce a corpus of 7,032 sentences rated by human annotators for formality, informativeness, and implicature on a 1-7 scale.",BACKGROUND/OBJECTIVES/METHODS/CONCLUSIONS
14187,"Despite the subjectivity and inherent difficulty of the annotation task, correlations between mean ratings were quite encouraging, especially on formality and informativeness.",RESULTS/CONCLUSIONS
14189,"To date, our corpus is the largest sentence-level annotated corpus released for formality, informativeness, and implicature.",OBJECTIVES/RESULTS/CONCLUSIONS
14203,"Using a shared response model, we show that different neural networks encode the same input examples as different orthogonal transformations of an underlying shared representation.",METHODS/RESULTS/CONCLUSIONS
14210,Experiments show that YouTube3D is useful in training depth estimation networks and advances the state of the art of single-view depth estimation in the wild.,RESULTS/CONCLUSIONS
14217,Experimental results on synthetic as well as real datasets verify the efficiency and effectiveness of the proposed methods.,RESULTS/CONCLUSIONS
14228,"Experimental results validate our method, and show that this approach performs as well as, and often times better than, the state-of-the-art methods.",RESULTS/CONCLUSIONS
14233,"Through extensive experiments on real-world datasets, we show that this approach consistently and significantly outperforms the uniform-grid method and other state-of-the-art methods.",RESULTS/CONCLUSIONS
14256,"Given this simple assumption, the method described in this paper is able to accurately generate, with high probability, the background image from a video using only a small number of binary operations.",RESULTS/CONCLUSIONS
14262,We conclude with a series of challenging questions.,CONCLUSIONS
14274,We present a novel stereo vision algorithm that is capable of obstacle detection on a mobile-CPU processor at 120 frames per second.,OBJECTIVES/RESULTS/CONCLUSIONS
14283,"This means that the optimal influence strategy is to exert maximum effort in waves for every channel, and then cease effort and let the effects propagate.",CONCLUSIONS
14287,"Finally, we see that, in the canonical example of designing an election campaign, identifying late-deciders is a critical component in the optimal design.",CONCLUSIONS
14294,A prototype implementation of the myLiqueur laboratory system has been developed to demonstrate the applicability and effectiveness of the UML4IoT approach.,CONCLUSIONS
14301,We found that areas of high uncertainty correspond well to wrongly segmented image regions.,RESULTS/CONCLUSIONS
14302,"Furthermore, we demonstrate the potential use of uncertainty maps to refine imaging biomarkers in the case of extent of resection and residual tumor volume in brain tumor patients.",RESULTS/CONCLUSIONS
14305,The algorithm presented takes advantage of compressed row storage matrices as well as shared and texture memory on the GPU.,RESULTS/CONCLUSIONS
14320,"Compared to other areas such as software engineering or database technologies, it is clear that DL is still rather immature and in need of further work to facilitate development of high-quality systems.",CONCLUSIONS
14321,The challenges identified in this paper can be used to guide future research by the software engineering and DL communities.,CONCLUSIONS
14322,"Together, we could enable a large number of companies to start taking advantage of the high potential of the DL technology.",CONCLUSIONS
14335,"In this paper, the benefits of utilizing services from federated cloud, architecture with various coupling levels, different optimized resource provisioning methods and challenges associated with it are discussed and a comparative study is carried out over these aspects.",CONCLUSIONS
14342,"Thus our approach to modeling PRN formation, in essence protein folding from a graph theoretic view point, is more in tune with the notion of increasing order to a random graph than the other way around, and this increase in order coincides with improved navigability of PRNs.",CONCLUSIONS
14347,"For low coverage data it results in a better approximation of the true sequence similarities and consequently in better clustering, in comparison to the first-assemble-then-cluster approach.",RESULTS/CONCLUSIONS
14362,"In this paper we introduce a new matching distance for 2D persistent Betti numbers, called coherent matching distance and based on matchings that change coherently with the filtrations we take into account.",METHODS/RESULTS/CONCLUSIONS
14364,In our paper we prove that the coherent 2D matching distance is well-defined and stable.,RESULTS/CONCLUSIONS
14371,Our observation is that various metapaths defined over these networks can significantly enhance the overall performance of the system.,CONCLUSIONS
14381,"We, therefore, contribute to the safety of vulnerable road users in future traffic.",CONCLUSIONS
14398,"Access to the application activity permits not only monitoring the performance and spatial coverage with which the users are served, but as a crowd-sourced, unbiased background source of input on all these subjects, becomes a uniquely valuable resource for input to social science and government as well as telecom providers",CONCLUSIONS
14404,We show that membership inference vulnerability is data-driven and corresponding attack models are largely transferable.,CONCLUSIONS
14405,"Though different model types display different vulnerabilities to membership inference, so do different datasets.",CONCLUSIONS
14406,Our empirical results additionally show that (1) using the type of target model under attack within the attack model may not increase attack effectiveness and (2) collaborative learning exposes vulnerabilities to membership inference risks when the adversary is a participant.,CONCLUSIONS
14420,"The results, limited to the chosen test case of an Earth-Mars orbital transfer, extend the findings made previously for landing scenarios and quadcopter dynamics, opening a new research area in interplanetary trajectory planning.",CONCLUSIONS
14436,It turns out several of them are equivalent for classifiers comparison purposes.,RESULTS/CONCLUSIONS
14437,Futhermore. they can also lead to interpretation problems.,RESULTS/CONCLUSIONS
14438,"Among the numerous measures proposed over the years, it appears that the classical overall success rate and marginal rates are the more suitable for classifier comparison task.",CONCLUSIONS
14443,"Finally, we expose some experimental results showing utility of this approach.",RESULTS/CONCLUSIONS
14450,"We find that high value of NED is associated with high ratings of emotional bond in suicide assessment interviews, which is consistent with prior studies.",RESULTS/CONCLUSIONS
14504,"This research paper embodies the architectural design of the Treasure-Crawler system which satisfies the principle requirements of a focused Web crawler, and asserts the correctness of the system structure including all its modules through illustrations and by the test results.",CONCLUSIONS
14511,We obtain useful managerially relevant information from a relatively small sample of highly relevant respondents.,RESULTS/CONCLUSIONS
14512,We show how the OrdEval algorithm exploits the information hidden in the ordering of class and attribute values and their inherent correlation.,RESULTS/CONCLUSIONS
14513,Its output can be effectively visualized and complemented with confidence intervals.,RESULTS/CONCLUSIONS
14520,"Our method is able to discover highly interpretable activity hierarchies, and obtain improved clustering accuracy and generalization capacity based on the learned rich representations.",CONCLUSIONS
14532,We propose to solve any algorithm on discrete variables by a technique of statistical estimation using deterministic convex analysis.,BACKGROUND/OBJECTIVES/CONCLUSIONS
14546,"While we mainly evaluate the proposed method for neuroscientific data, we expect it to be applicable in a variety of fields that are concerned with the analysis of information transfer in complex biological, social, and artificial systems.",CONCLUSIONS
14551,"We characterize VPDA's as the subclass of FG having a peculiarly structured set of precedence relations, and balanced grammars as a further restricted case.",RESULTS/CONCLUSIONS
14562,"Extensive experiments show that t-PINE drastically outperforms baseline methods by up to 158.6% with respect to Micro-F1, in several multi-label classification problems, while it has high visualization and interpretability utility.",RESULTS/CONCLUSIONS
14575,Exhaustive evaluation on two benchmark datasets demonstrates that our system outperforms the state-of-the-art monocular odometry and SLAM systems in terms of overall accuracy and robustness.,RESULTS/CONCLUSIONS
14585,"The global and local PiCANets facilitate learning global contrast and homogeneousness, respectively.",CONCLUSIONS
14590,"We show that this is due to a fundamental incompatibility between these two metrics - no algorithm (deterministic or randomized) can achieve sublinear regret and a constant competitive ratio, even in the case when the objective functions are linear.",RESULTS/CONCLUSIONS
14592,An article about the transformation of the theory and practice of marketing in terms of e-commerce and network economy.,BACKGROUND/OBJECTIVES/CONCLUSIONS
14593,The author considers Internet Marketing as an independent marketing communication in a virtual environment.,BACKGROUND/OBJECTIVES/CONCLUSIONS
14594,"The main thesis of the article: virtual environment determines the transformation of marketing, changing methods, priorities and structure not only practice, but also the theory of marketing.",BACKGROUND/OBJECTIVES/CONCLUSIONS
14602,We have obtained some interesting results.,RESULTS/CONCLUSIONS
14603,"Network Functions Virtualization (NFV) and Network Coding (NC) have attracted much attention in recent years as key concepts for providing 5G networks with flexibility and differentiated reliability, respectively.",CONCLUSIONS
14608,"Finally, we validate our framework to a study case of geo-control of network reliability that is based on device's geographical location-based signal/network information.",CONCLUSIONS
14613,We demonstrate how the drone successfully avoids obstacles and navigates across different arenas.,CONCLUSIONS
14618,"We propose run-time scope enforcement (RSE), a novel approach designed to efficiently mitigate all currently known DOP attacks by enforcing compile-time memory safety constraints (e.g., variable visibility rules) at run-time.",METHODS/RESULTS/CONCLUSIONS
14629,"The derivation presented here is based on generating functions of constrained systems as developed in ""On the Capacity of Constrained Systems"" (Boecherer et al., 2010) and provides a unified information-theoretic treatment of general run-length sets.",RESULTS/CONCLUSIONS
14645,Utilizing these properties we define graph theoretic measures for normality and commutativity that results a formulation of graph theoretic quantum discord.,RESULTS/CONCLUSIONS
14665,We use a machine learning approach with density-based clustering to compress such spatial data into a set of representative features.,METHODS/RESULTS/CONCLUSIONS
14681,It could be concluded from the results of this study that applying DR program smooths out most of the price spikes in the electricity spot market and considerably reduces the customers' electricity cost.,RESULTS/CONCLUSIONS
14686,The experimental results suggest that our method yields promising results for ZSD.,CONCLUSIONS
14691,"The ranking obtained agrees fairly well with that given by total fractional citation counts for an author, but noticeable differences exist.",CONCLUSIONS
14698,Flight tests and a competition participation illustrate the applicability of the DelftaCopter concept.,RESULTS/CONCLUSIONS
14706,This suggests that this will be a challenging dataset to foster advances in action-recognition research.,CONCLUSIONS
14717,The improved computation rate of the proposed framework and the corresponding allocation has been verified through both theoretical analysis and simulation.,CONCLUSIONS
14724,We conclude by outlining some of the main open questions in this field.,CONCLUSIONS
14747,"Through extensive numerical simulations, we show that the proposed GSA provides a significant performance improvement with respect to the legacy random scheduling.",RESULTS/CONCLUSIONS
14751,"Quite remarkably, we find that social and natural phenomena are governed by fundamentally different processes.",CONCLUSIONS
14752,"While natural phenomena have properties that are typical for processes with persistent long-range correlations, social phenomena are better described as nonstationary, on-off intermittent, or Levy walk processes.",CONCLUSIONS
14756,We show that appropriate techniques for solving decentralized partially observable Markov decision processes (Dec-POMDPs) are applicable in such information gathering problems.,RESULTS/CONCLUSIONS
14764,"Results show that the proposed content preservation metric is highly correlate to human judgments, and the proposed models are able to generate sentences with higher style transfer strength and similar content preservation score comparing to auto-encoder.",RESULTS/CONCLUSIONS
14772,"Finally, a modular and scalable software architecture is discussed along with plans for our pilot deployment with a security operation command.",METHODS/RESULTS/CONCLUSIONS
14777,"This improvement is expected to increase in deeper networks, where several layers of pooling become necessary.",CONCLUSIONS
14783,We conclude by suggesting changes to the brain decoding paradigm which can support stronger claims of neural representation.,CONCLUSIONS
14790,"The results, our model outperform the original system provide by Chen with 2% higher overall accuracy.",RESULTS/CONCLUSIONS
14795,"Unique features of Founsure include encoding, decoding, repairs/rebuilds and updates while the data and computation can be distributed across the network nodes.",CONCLUSIONS
14802,The unified equitation serves to explore the typical behavior of artificial agents in an infinite time horizon.,RESULTS/CONCLUSIONS
14809,"The results of computational tests on the several benchmark graph datasets used widely in graph drawing research show that our algorithm can dramatically improve the performance of force-directed approach by decreasing both the number of iterations and running time, and is 1.5 times faster than the latter on average.",RESULTS/CONCLUSIONS
14815,"Enhanced with importance sampling, FastGCN not only is efficient for training but also generalizes well for inference.",CONCLUSIONS
14822,These would also be of natural interest for relative consistency of one collection of knowledge relative other.,CONCLUSIONS
14828,The advantages of flatness within each control strategy are analyzed and detailed through extensive simulation results.,RESULTS/CONCLUSIONS
14854,We conclude our paper by discussing several open research problems in the field and pointers for future research.,CONCLUSIONS
14896,The proposed method is evaluated on two benchmark video datasets and the results are encouraging compared to state-of-the-art video summarization methods.,RESULTS/CONCLUSIONS
14903,"Extensive experiments on real large-scale images demonstrate that Multiscale Fast Spectral Clustering outperforms Normalized cut in terms of lower computational complexity and memory cost, with comparable clustering accuracy.",CONCLUSIONS
14910,"Experiment results show the accuracy and robustness of the proposed method in various tasks: sinusoidal regression, image classification, active learning, and reinforcement learning.",RESULTS/CONCLUSIONS
14923,The re-search results are applied to support and foster interactions in online communities and manage their resources.,RESULTS/CONCLUSIONS
14934,"Experiments on both synthetic and real data from various domains, such as climate analysis, video surveillance, and text forensics, demonstrate that our method is widely applicable and a valuable tool for finding interesting events in different types of data.",RESULTS/CONCLUSIONS
14936,The error bias of the approximate sequence is bound by a geometric sequence with a scale factor less than 1 which decreases quickly to zero.,RESULTS/CONCLUSIONS
14937,"It helps to understand the convergence of entropy rate of generic hidden Markov models, and it provides a theoretical base for estimating the entropy rate of some hidden Markov models at any accuracy.",CONCLUSIONS
14940,"Increasing connectivity and improving infrastructure may help, among other things, to uncover facts and observations which may influence the future of global health.",CONCLUSIONS
14950,The proposed methodology is demonstrated through two engineering case studies.,CONCLUSIONS
14962,We corroborate our theoretical findings with empirical results.,CONCLUSIONS
14969,Suggestions for health recommender system development are derived from the findings.,CONCLUSIONS
14980,Such images form a subset of CIFAR10 that can be employed to evaluate and improve future neural networks.,CONCLUSIONS
14991,Quantitative and qualitative results demonstrated the promising value of HBTM.,RESULTS/CONCLUSIONS
14992,Results of this study can contribute to the literature of online learner modeling and learning service planning.,CONCLUSIONS
14997,"In addition to a detailed description of the system, we present the results of an empirical evaluation conducted with language teachers and learners which indicate the usefulness of the system for educational purposes.",OBJECTIVES/RESULTS/CONCLUSIONS
15013,"Computer simulation results are presented validating the proposed analysis, providing key insights on various system parameters, and investigating the achievable EH gains over benchmark schemes.",RESULTS/CONCLUSIONS
15027,"Compared with the state-of-the-art approaches based on support vector machine, RoomRecognize significantly improves the Pareto frontier of recognition accuracy versus robustness against interfering sounds (e.g., ambient music).",CONCLUSIONS
15052,"Conclusions: Therefore, we conclude that looking at non-technical individual skills is not the optimal level of analysis when trying to understand, and explain, the mature use of agile practices in the software development context.",CONCLUSIONS
15053,We argue that it is more important to focus on the non-technical skills as a team-level capacity instead of assuring that all individuals possess such skills when understanding the use of the agile practices.,CONCLUSIONS
15071,"Based on variational inference and reparameterization, the proposed models can be interpreted as encoder-decoder deep neural networks and thus they are capable of learning complex nonlinear distributed representations of the original documents.",CONCLUSIONS
15083,"Such observations could be used to automate the identification of developers with a high probability of abandoning the ecosystem and, as such, reduce the risks associated to knowledge loss.",CONCLUSIONS
15101,"In addition, the blind signature scheme of Blind-Mixing executes 10.5 times faster than that of RSA Coin-Mixing.",RESULTS/CONCLUSIONS
15120,"Finally, we outline some promising directions for future research beyond the scope of this paper.",CONCLUSIONS
15152,"The past research works are focused on two major aspects, various optical systems for image hiding and the methods for embedding optical system output into a host image.",RESULTS/CONCLUSIONS
15165,"But first, is necessary to change the culture of the stakeholders.",CONCLUSIONS
15166,They have to participate actively in the architecture documents creation.,CONCLUSIONS
15174,We achieve strong accuracies for both tasks but find different approaches best: an SVM for causality prediction (F1 = 0.791) and a hierarchy of Bidirectional LSTMs for causal explanation identification (F1 = 0.853).,METHODS/RESULTS/CONCLUSIONS
15175,"Finally, we explore applications of our complete pipeline (F1 = 0.868), showing demographic differences in mentions of causal explanation and that the association between a word and sentiment can change when it is used within a causal explanation.",RESULTS/CONCLUSIONS
15186,Our evaluation shows the superiority of our strategy over existing video and image color propagation methods as well as neural photo-realistic style transfer approaches.,RESULTS/CONCLUSIONS
15199,Results show the effectiveness of our method of reducing false-positives while its precision remains compatible with the state-of-the-art methods.,RESULTS/CONCLUSIONS
15206,"Our simulation results indicate that GLOSA can reduce CO2 emissions, waiting time and travel time, both in experimental conditions and in real traffic conditions.",CONCLUSIONS
15207,"We introduce segmental recurrent neural networks (SRNNs) which define, given an input sequence, a joint probability distribution over segmentations of the input and labelings of the segments.",OBJECTIVES/CONCLUSIONS
15243,Fusion of the proposed and the baseline systems improves this result.,CONCLUSIONS
15249,"However, the disassortative coupling has little influence on the transportation capacity of the system, which provides a good strategy to save bandwidth.",RESULTS/CONCLUSIONS
15257,"This observation promises neural networks that are insensitive to inference noise, which reduces the quality requirements on neuromorphic circuits and is crucial for their practical usage.",CONCLUSIONS
15280,"We show that in addition to the age and gender of users, the information about the ranks of users to each other in their egocentric networks is crucial in characterizing intimate and casual relationships of peers.",CONCLUSIONS
15292,Experiments demonstrate that our unified model can generate aesthetic rankings that are more consistent with human ratings.,CONCLUSIONS
15298,"The results suggest a direct connection between the order of the recommendation and the interest raised, and the superiority of recommendations based on popularity against other alternatives.",RESULTS/CONCLUSIONS
15310,"Receiver design for noise immunity alone provides no basis for choosing a signal with any specific character, therefore failing to reduce ambiguity.",RESULTS/CONCLUSIONS
15312,Thus spread spectrum also provides an implicit coordination between transmitter and receiver by reducing the ambiguity as to the signal character.,CONCLUSIONS
15313,"This strategy requires the receiver to guess the specific noise-like signal, and it is contended that this is feasible if an appropriate pseudorandom signal is generated algorithmically.",RESULTS/CONCLUSIONS
15314,"For example, conceptually simple algorithms like the binary expansion of common irrational numbers like Pi are shown to be suitable.",CONCLUSIONS
15315,"Due to its deliberately wider bandwidth, spread spectrum is more susceptible to dispersion and distortion in propagation through the interstellar medium, desirably reducing ambiguity in parameters like bandwidth and carrier frequency.",RESULTS/CONCLUSIONS
15316,This suggests a promising new direction in interstellar communication using spread spectrum modulation techniques.,CONCLUSIONS
15325,"In terms of interpretability of our method, we observe that features indicating individual user profile and linguistic characteristics of the events work best for prediction and prioritization of new events.",CONCLUSIONS
15329,The answer is NO.,CONCLUSIONS
15332,We show that this new vibrant technological area lacks the security measures and awareness which have developed over the years in traditional RDBMS SQL systems.,CONCLUSIONS
15340,"Therefore, we can conclude that the RPNN-EOFs can be applied successfully for time series forecasting.",CONCLUSIONS
15355,"In both the undirected and directed cases, our algorithms improve the best time bounds known for many values of g and b.",CONCLUSIONS
15362,We demonstrate its effectiveness on the challenging Autism Brain Imaging Data Exchange (ABIDE) dataset and show that our approach improves upon recently proposed graph-based neural networks.,RESULTS/CONCLUSIONS
15363,We also show that our method remains more robust to noisy graphs.,RESULTS/CONCLUSIONS
15371,"Hence, the one-class classifiers only need a small set of specific samples to train models without losing predictive accuracy, which is supposed to gain more attention on urban impervious surface extraction or other one specific land cover type.",CONCLUSIONS
15382,Numerical results show that the proposed algorithm outperforms a reasonable application of single-hop interference management strategies separately on two hops.,RESULTS/CONCLUSIONS
15387,"Furthermore, our framework is applied to identify over two hundred unprecedented biomarkers critical to the accurate assessment of tumor proliferation, validating our proposed integrative pipeline as the first to holistically and objectively analyze histopathological images.",CONCLUSIONS
15401,"In addition to biology and medicine, this approach should be applicable to other disciplines, such as weather forecasting, financial markets, and agricultural management, where predictive models are sought and informative yet approximate simulations are available.",CONCLUSIONS
15405,"In practice, a well-informed Indian citizen can escape censorship through a judicious choice of service provider.",CONCLUSIONS
15411,"Finally, we demonstrate that such federated censorship by India would cause substantial collateral damage to non-Indian ASes whose traffic passes through Indian cyberspace (which do not legally come under Indian jurisdiction at all).",CONCLUSIONS
15420,"Finally, we show how to realize our proposed scheme in practice.",CONCLUSIONS
15437,Experiments on Multi-PIE and CelebA datasets finally demonstrate that our proposed method is effective for factors disentangling and even overcome certain limitations of the existing methods.,CONCLUSIONS
15442,"The system went live in April 2014, and had over six thousand active daily users, with over 40,000 total registered users.",METHODS/RESULTS/CONCLUSIONS
15443,"Currently monetization is being added to the system, and time will show how popular the system will become in the future.",RESULTS/CONCLUSIONS
15462,"By presenting a qualitative evaluation of this game and by motivating our design decisions, this paper provides insight into some of the challenges and possible solutions connected to the process of developing location-based BLE-enabled experiences for public cultural spaces.",METHODS/RESULTS/CONCLUSIONS
15471,These simulations illustrate the different benefits of the higher performance of the smoothing controller versus the lower tuning complexity of the more general input-tracking formulation.,CONCLUSIONS
15472,"Both controllers show noise insensitivity and low tracking error, and can be used for different control goals.",CONCLUSIONS
15488,We present further experimental evidence showing that all of them run quickly on social networks with billions of edges and accurately identify the largest elements of the column.,RESULTS/CONCLUSIONS
15513,The results indicate that the predictor can generate plausible lighting estimations even from diffuse objects.,RESULTS/CONCLUSIONS
15517,If an LCL collection of n-cells is a cover of a continuous n-dimensional manifold then the intersection graph of this cover is a digital closed n-dimensional manifold with the same topology as its continuous counterpart.,METHODS/RESULTS/CONCLUSIONS
15518,"As an example, we prove that the digital model of a continuous n-dimensional sphere is a digital n-sphere with at least 2n+2 points, the digital model of a continuous projective plane is a digital projective plane with at least eleven points, the digital model of a continuous Klein bottle is the digital Klein bottle with at least sixteen points, the digital model of a continuous torus is the digital torus with at least sixteen points and the digital model of a continuous Moebius band is the digital Moebius band with at least twelve points.",RESULTS/CONCLUSIONS
15534,The proposed delay model gives a framework to design compensation schemes for NCS subjected to time-varying delays.,CONCLUSIONS
15539,"From validation of the models to the development of a UI, we discuss additional requisite functionality informed by the results of a usability study leading to the ultimate deployment of the system at a university.",CONCLUSIONS
15547,"Finally, we briefly summarize the Bayesian classifiers and mutual-information classifiers in terms of their application advantages, respectively.",CONCLUSIONS
15571,"When the per-unit cost of curing rate is sufficiently high, we show that true expectation minimizers choose the curing rate to be zero at the equilibrium, while curing rate is nonzero under nonlinear probability weighting.",CONCLUSIONS
15575,"Results show that, the FD based network provides an attractive secrecy transmission rate performance.",RESULTS/CONCLUSIONS
15582,"The test also highlighted some general principles and lessons for designing usable systems for differential privacy, which we discuss in depth.",RESULTS/CONCLUSIONS
15598,"Finally, the results of the cross-database experiments show that both models are robust to the many variations of image and scenarios, presenting a consistent behavior.",CONCLUSIONS
15604,The experimental results demonstrate that the local dynamic information obtained with the proposed method is more effective for speech emotion recognition than the traditional global features.,CONCLUSIONS
15622,The novel use of performance indicators for financial sentiment analysis offers interesting and useful insights.,CONCLUSIONS
15627,"Numerical experiments demonstrate the possibility of efficient separation of space and velocity variables, resulting in the solution storage reduction by a factor of order tens.",RESULTS/CONCLUSIONS
15641,"After comparing various models and transformation methods, the results show that the CNN features maintain the accuracy of MirBot constant over time, despite the increasing number of new classes.",CONCLUSIONS
15674,"Our analysis provides insights about existing encoders while also leading us to propose a new video time encoder, which is better suited for the video time recognition tasks than C3D and LSTM.",METHODS/RESULTS/CONCLUSIONS
15675,We believe the proposed meta-analysis can provide a reasonable baseline to assess video time encoders on equal grounds on a set of temporal-aware tasks.,CONCLUSIONS
15678,"Though illustrated as a specific application to N170 ERP detection, the algorithm is a generalized approach that can be easily adapted to isolate different kinds of ERP components.",CONCLUSIONS
15681,This paper provides an off-line demonstration of the algorithm and considers issues related to the extension of the algorithm to real-time applications.,CONCLUSIONS
15693,"Moreover, experiments of different granularities show that Hybrid_BPE method can achieve best result on Chinese-to-English translation task.",RESULTS/CONCLUSIONS
15697,"Experimental application study on two publicly available datasets of intrusion detection, KDD99 and CMDC2012, demonstrates that the classification using the compressed model proposed can effectively speed up the detection procedure at up to 184 times, most importantly at the cost of a minimal accuracy difference with less than 1% on average.",RESULTS/CONCLUSIONS
15702,"To show the practicality of our implementation, we carried out experimental evaluations of selected implementation aspects including attribute resolution performance.",METHODS/CONCLUSIONS
15703,"Finally, we show that our design can be used as a standard OpenID Connect Identity Provider allowing our implementation to be integrated into standard-compliant services.",METHODS/CONCLUSIONS
15715,Numerical simulations and field experiments validate the theoretical findings and demonstrate the effectiveness of CS approaches to FAR.,CONCLUSIONS
15736,The observations give a cue in the direction to the scientific recognition of guru-shisya parampara (teacher-student tradition) a hitherto much-heard philosophical term.,RESULTS/CONCLUSIONS
15737,Moreover the variation in the complexity patterns among various gharanas will give a hint of the characteristic feature of that particular gharana as well as the effect of globalization in the field of classical music happening through past few decades.,RESULTS/CONCLUSIONS
15744,Analysis and preliminary results show the applicability of approach for finding significant driving patterns.,CONCLUSIONS
15749,These results pave the way towards next generation LiDAR systems that will reconstruct not only the direct-view scene but also the main elements hidden behind walls or corners.,CONCLUSIONS
15756,The method we propose is expected to be efficiently applied to any medical data where there is a suspicious condition between normal and disease.,CONCLUSIONS
15761,"Our system is evaluated on three standard public datasets, suggesting that d-vector based diarization systems offer significant advantages over traditional i-vector based systems.",CONCLUSIONS
15771,"Results show that such pre-training step allows the CNN to learn different local spoofing cues, improving the performance and the convergence speed of the final model, outperforming the state-of-the-art approaches.",RESULTS/CONCLUSIONS
15794,These core results provide a conceptual tool and an optimal scheduling algorithm that enable proposing new algorithmic analysis and design and improving existing algorithms under various objectives.,OBJECTIVES/RESULTS/CONCLUSIONS
15805,Simulation results show that the proposed scheme for indoor VLC System achieves the dual purpose of adequate illumination and mobility to user in considered indoor scenario.,CONCLUSIONS
15819,"In experiments on real-world data the proposed methodology achieved promising results with a high correct recognition rate and few, meaningful errors (type II errors whereby genuinely similar targets are sometimes being confused with one another).",RESULTS/CONCLUSIONS
15826,"By analyzing 77 relevant and systematically selected papers, we (1) present an overview of hybrid solution proposals of symbolic execution and fuzzing, (2) perform a gap analysis in research of hybrid techniques to improve both, plain symbolic execution and fuzzing, (3) propose new ideas for hybrid test-case generation techniques.",METHODS/CONCLUSIONS
15836,"Only one of the experimented models gives reasonable results, at the cost of high computational requirements.",RESULTS/CONCLUSIONS
15853,Drag and drop mouse actions proved to be the best actions for impostor detection.,RESULTS/CONCLUSIONS
15858,Our work shows how a deep learning architecture equipped with an RN module can implicitly discover and learn to reason about entities and their relations.,CONCLUSIONS
15865,"Experimental results showed that the proposed heuristic multi-agent reinforcement learning based scheduling outperforms several state-of-art methods, in terms of both reward rate and response times.",RESULTS/CONCLUSIONS
15868,"We show that the problem is NP-hard, which justifies the usage of worst-case exponential-time as well as heuristic search methods.",RESULTS/CONCLUSIONS
15869,We then substantially improve the practical performance for both optimization styles by deriving a novel admissible bounding function that has an unbounded potential for additional pruning over the previously proposed one.,METHODS/RESULTS/CONCLUSIONS
