,Abstract,Task 1
11630,"Some people have come to the point of saying that the ""Blockchain revolution"" can be compared to that of the Internet and the Web in their early days.",BACKGROUND
11631,"As a result, all the software development revolving around the Blockchain technology is growing at a staggering rate.",BACKGROUND
11632,"The feeling of many software engineers about such huge interest in Blockchain technologies is that of unruled and hurried software development, a sort of competition on a first-come-first-served basis which does not assure neither software quality, nor that the basic concepts of software engineering are taken into account.",BACKGROUND
11640,"The aim of this textbook is to provide students with basic knowledge of stochastic models that may apply to telecommunications research areas, such as traffic modelling, resource provisioning and traffic management.",BACKGROUND/OBJECTIVES/CONCLUSIONS
11641,These study areas are often collectively called teletraffic.,BACKGROUND
11642,"This book assumes prior knowledge of a programming language, mathematics, probability and stochastic processes normally taught in an electrical engineering course.",BACKGROUND
11643,"For students who have some but not sufficiently strong background in probability and stochastic processes, we provide, in the first few chapters, background on the relevant concepts in these areas.",BACKGROUND
11651,"In most computer vision applications, convolutional neural networks (CNNs) operate on dense image data generated by ordinary cameras.",BACKGROUND
11652,"Designing CNNs for sparse and irregularly spaced input data is still an open problem with numerous applications in autonomous driving, robotics, and surveillance.",BACKGROUND
11658,"A variety of representation learning approaches have been investigated for reinforcement learning; much less attention, however, has been given to investigating the utility of sparse coding.",BACKGROUND
11659,"Outside of reinforcement learning, sparse coding representations have been widely used, with non-convex objectives that result in discriminative representations.",BACKGROUND
11660,"In this work, we develop a supervised sparse coding objective for policy evaluation.",BACKGROUND/METHODS
11661,"Despite the non-convexity of this objective, we prove that all local minima are global minima, making the approach amenable to simple optimization strategies.",BACKGROUND/OBJECTIVES/CONCLUSIONS
11664,CSMA (Carrier Sense Multiple Access) algorithms based on Gibbs sampling can achieve throughput optimality if certain parameters called the fugacities are appropriately chosen.,BACKGROUND
11676,Recent development of contraction theory based analysis of singularly perturbed system has opened the door for inspecting differential behavior of multi time-scale systems.,BACKGROUND
11683,"Code optimization and high level synthesis can be posed as constraint satisfaction and optimization problems, such as graph coloring used in register allocation.",BACKGROUND
11684,"Graph coloring is also used to model more traditional CSPs relevant to AI, such as planning, time-tabling and scheduling.",BACKGROUND
11685,Provably optimal solutions may be desirable for commercial and defense applications.,BACKGROUND/OBJECTIVES
11686,"Additionally, for applications such as register allocation and code optimization, naturally-occurring instances of graph coloring are often small and can be solved optimally.",BACKGROUND/OBJECTIVES
11687,"A recent wave of improvements in algorithms for Boolean satisfiability (SAT) and 0-1 Integer Linear Programming (ILP) suggests generic problem-reduction methods, rather than problem-specific heuristics, because (1) heuristics may be upset by new constraints, (2) heuristics tend to ignore structure, and (3) many relevant problems are provably inapproximable.",BACKGROUND
11688,"Problem reductions often lead to highly symmetric SAT instances, and symmetries are known to slow down SAT solvers.",BACKGROUND
11694,"Mobility Management (MM) techniques have conventionally been centralized in nature, wherein a single network entity has been responsible for handling the mobility related tasks of the mobile nodes attached to the network.",BACKGROUND
11695,"However, an exponential growth in network traffic and the number of users has ushered in the concept of providing Mobility Management as a Service (MMaaS) to the wireless nodes attached to the 5G networks.",BACKGROUND
11699,"With the technological advancements of aerial imagery and accurate 3d reconstruction of urban environments, more and more attention has been paid to the automated analyses of urban areas.",BACKGROUND
11707,"Barring swarm robotics, a substantial share of current machine-human and machine-machine learning and interaction mechanisms are being developed and fed by results of agent-based computer simulations, game-theoretic models, or robotic experiments based on a dyadic communication pattern.",BACKGROUND
11708,"Yet, in real life, humans no less frequently communicate in groups, and gain knowledge and take decisions basing on information cumulatively gleaned from more than one single source.",BACKGROUND
11714,Adams' extension of parsing expression grammars enables specifying indentation sensitivity using two non-standard grammar constructs --- indentation by a binary relation and alignment.,BACKGROUND
11716,The idea that alignment could be avoided was suggested by Adams but no process for achieving this aim has been described before.,BACKGROUND
11717,Designing of touchless user interface is gaining popularity in various contexts.,BACKGROUND
11718,"Using such interfaces, users can interact with electronic devices even when the hands are dirty or non-conductive.",BACKGROUND
11719,"Also, user with partial physical disability can interact with electronic devices using such systems.",BACKGROUND
11720,"Research in this direction has got major boost because of the emergence of low-cost sensors such as Leap Motion, Kinect or RealSense devices.",BACKGROUND
11728,"Our dataset contains 18 geometric and 18 non-geometric shapes such as ""circle"", ""rectangle"", ""flower"", ""cone"", ""sphere"" etc.",BACKGROUND
11732,"Given a finite set in a metric space, the topological analysis generalizes hierarchical clustering using a 1-parameter family of homology groups to quantify connectivity in all dimensions.",BACKGROUND
11733,The connectivity is compactly described by the persistence diagram.,BACKGROUND
11735,"Examples are the Kullback-Leibler divergence, which is commonly used for comparing text and images, and the Itakura-Saito divergence, popular for speech and sound.",BACKGROUND
11736,These are two members of the broad family of dissimilarities called Bregman divergences.,BACKGROUND
11743,"Low-dose computed tomography (CT) has attracted a major attention in the medical imaging field, since CT-associated x-ray radiation carries health risks for patients.",BACKGROUND
11744,"The reduction of CT radiation dose, however, compromises the signal-to-noise ratio, and may compromise the image quality and the diagnostic performance.",BACKGROUND
11745,"Recently, deep-learning-based algorithms have achieved promising results in low-dose CT denoising, especially convolutional neural network (CNN) and generative adversarial network (GAN).",BACKGROUND
11761,"Based on the knowledge of dynamic systems, the shorter the transient response, or the faster a system reaches the steady-state after the introduction of the change, the smaller will be the output variability.",BACKGROUND
11762,"In lean manufacturing, the principle of reducing set-up times has the same purpose: reduce the transient time and improve production flow.",BACKGROUND
11763,"Analogously, the analysis of the transient response of project-driven systems may provide crucial information about how fast these systems react to a change and how that change affects their production output.",BACKGROUND
11764,"Although some studies have investigated flow variability in projects, few have looked at variability from the perspective that the transient state represents the changeovers on project-driven production systems and how the transient state affects the process' flow variability.",BACKGROUND
11769,The Time-Invariant Incremental Knapsack problem (IIK) is a generalization of Maximum Knapsack to a discrete multi-period setting.,BACKGROUND
11770,"At each time, capacity increases and items can be added, but not removed from the knapsack.",BACKGROUND
11771,The goal is to maximize the sum of profits over all times.,BACKGROUND
11772,IIK models various applications including specific financial markets and governmental decision processes.,BACKGROUND
11773,IIK is strongly NP-hard and there has been work on giving approximation algorithms for some special cases.,BACKGROUND
11775,"Gaussian processes (GPs) are versatile tools that have been successfully employed to solve nonlinear estimation problems in machine learning, but that are rarely used in signal processing.",BACKGROUND
11779,"Hashing, or learning binary embeddings of data, is frequently used in nearest neighbor retrieval.",BACKGROUND
11784,Current grammar-based NeuroEvolution approaches have several shortcomings.,BACKGROUND
11785,"On the one hand, they do not allow the generation of Artificial Neural Networks (ANNs composed of more than one hidden-layer.",BACKGROUND
11786,"On the other, there is no way to evolve networks with more than one output neuron.",BACKGROUND
11787,To properly evolve ANNs with more than one hidden-layer and multiple output nodes there is the need to know the number of neurons available in previous layers.,BACKGROUND/OBJECTIVES
11791,"Due to their rapid growth and deployment, Internet of things (IoT) devices have become a central aspect of our daily lives.",BACKGROUND
11792,"However, they tend to have many vulnerabilities which can be exploited by an attacker.",BACKGROUND
11793,"Unsupervised techniques, such as anomaly detection, can help us secure the IoT devices.",BACKGROUND/OBJECTIVES
11794,"However, an anomaly detection model must be trained for a long time in order to capture all benign behaviors.",BACKGROUND/OBJECTIVES
11795,This approach is vulnerable to adversarial attacks since all observations are assumed to be benign while training the anomaly detection model.,BACKGROUND/OBJECTIVES
11799,"Algorithms are presented for evaluating gradients and Hessians of logarithmic barrier functions for two types of convex cones: the cone of positive semidefinite matrices with a given sparsity pattern, and its dual cone, the cone of sparse matrices with the same pattern that have a positive semidefinite completion.",BACKGROUND
11800,Efficient large-scale algorithms for evaluating these barriers and their derivatives are important in interior-point methods for nonsymmetric conic formulations of sparse semidefinite programs.,BACKGROUND
11801,The algorithms are based on the multifrontal method for sparse Cholesky factorization.,BACKGROUND/METHODS
11802,Mobile streaming video data accounts for a large and increasing percentage of wireless network traffic.,BACKGROUND
11803,"The available bandwidths of modern wireless networks are often unstable, leading to difficulties in delivering smooth, high-quality video.",BACKGROUND
11804,"Streaming service providers such as Netflix and YouTube attempt to adapt their systems to adjust in response to these bandwidth limitations by changing the video bitrate or, failing that, allowing playback interruptions (rebuffering).",BACKGROUND
11807,"For streaming applications, adaptive network strategies may involve a combination of dynamic bitrate allocation along with playback interruptions when the available bandwidth reaches a very low value.",BACKGROUND
11816,The wide implementation of electronic health record (EHR) systems facilitates the collection of large-scale health data from real clinical settings.,BACKGROUND
11817,"Despite the significant increase in adoption of EHR systems, this data remains largely unexplored, but presents a rich data source for knowledge discovery from patient health histories in tasks such as understanding disease correlations and predicting health outcomes.",BACKGROUND
11818,"However, the heterogeneity, sparsity, noise, and bias in this data present many complex challenges.",BACKGROUND
11819,This complexity makes it difficult to translate potentially relevant information into machine learning algorithms.,BACKGROUND
11824,"A person is commonly described by attributes like height, build, cloth color, cloth type, and gender.",BACKGROUND
11825,Such attributes are known as soft biometrics.,BACKGROUND
11832,Massive open online courses pose a massive challenge for grading the answerscripts at a high accuracy.,BACKGROUND
11834,"Some approaches in the literature treat peer grading as a 'best-effort service' of the graders, and statistically correct their inaccuracies before awarding the final scores, but ignore graders' strategic behavior.",BACKGROUND
11839,"In high mobility applications of millimeter wave (mmWave) communications, e.g., vehicle-to-everything communication and next-generation cellular communication, frequent link configuration can be a source of significant overhead.",BACKGROUND
11847,The entropy region is constructed from vectors of random variables by collecting Shannon entropies of all subvectors.,BACKGROUND
11848,"Its shape is studied here by means of polymatroidal constructions, notably by convolution.",BACKGROUND
11850,The relative interior of the reduction belongs to the entropy region.,BACKGROUND
11855,Many real-world systems are profitably described as complex networks that grow over time.,BACKGROUND
11856,"Preferential attachment and node fitness are two simple growth mechanisms that not only explain certain structural properties commonly observed in real-world systems, but are also tied to a number of applications in modeling and inference.",BACKGROUND
11866,These problems are very important in the study of the evolution of genomes.,BACKGROUND
11870,English to Indian language machine translation poses the challenge of structural and morphological divergence.,BACKGROUND
11888,Synchronizing sequences have been proposed in the late 60's to solve testing problems on systems modeled by finite state machines.,BACKGROUND
11889,"Such sequences lead a system, seen as a black box, from an unknown current state to a known final one.",BACKGROUND
11893,The Variational Autoencoder (VAE) is a powerful architecture capable of representation learning and generative modeling.,BACKGROUND
11894,"When it comes to learning interpretable (disentangled) representations, VAE and its variants show unparalleled performance.",BACKGROUND
11899,The remarkable structure and computationally explicit form of isogeny graphs of elliptic curves over a finite field has made them an important tool for computational number theorists and practitioners of elliptic curve cryptography.,BACKGROUND
11915,"Quantum machine learning has the potential for broad industrial applications, and the development of quantum algorithms for improving the performance of neural networks is of particular interest given the central role they play in machine learning today.",BACKGROUND
11920,Most saliency estimation methods aim to explicitly model low-level conspicuity cues such as edges or blobs and may additionally incorporate top-down cues using face or text detection.,BACKGROUND
11921,"Data-driven methods for training saliency models using eye-fixation data are increasingly popular, particularly with the introduction of large-scale datasets and deep architectures.",BACKGROUND
11922,"However, current methods in this latter paradigm use loss functions designed for classification or regression tasks whereas saliency estimation is evaluated on topographical maps.",BACKGROUND
11926,The IPv4 addresses exhaustion demands a protocol transition from IPv4 to IPv6.,BACKGROUND
11927,"The original transition technique, the dual stack, is not widely deployed yet and it demanded the creation of new transition techniques to extend the transition period.",BACKGROUND
11929,"This limited address might be a RFC 1918 address with a NAT at the Internet Service Provider (ISP) gateway, also known as Carrier Grade NAT (CGN), or an Address Plus Port (A+P) shared IPv4 address.",BACKGROUND
11935,We present a method for finding correspondence between 3D models.,BACKGROUND
11944,"With the emergence of Non-Volatile Memories (NVMs) and their shortcomings such as limited endurance and high power consumption in write requests, several studies have suggested hybrid memory architecture employing both Dynamic Random Access Memory (DRAM) and NVM in a memory system.",BACKGROUND
11945,"By conducting a comprehensive experiments, we have observed that such studies lack to consider very important aspects of hybrid memories including the effect of: a) data migrations on performance, b) data migrations on power, and c) the granularity of data migration.",BACKGROUND
11950,"Corrective Transmission Switching can be used by the grid operator to relieve line overloading and voltage violations, improve system reliability, and reduce system losses.",BACKGROUND
11951,Power grid optimization by means of line switching is typically formulated as a mixed integer programming problem (MIP).,BACKGROUND
11952,"Such problems are known to be computationally intractable, and accordingly, a number of heuristic approaches to grid topology reconfiguration have been proposed in the power systems literature.",BACKGROUND
11956,One of the main difficulties in echo cancellation is the fact that the learning rate needs to vary according to conditions such as double-talk and echo path change.,BACKGROUND
11961,Text Clustering is a text mining technique which divides the given set of text documents into significant clusters.,BACKGROUND
11962,It is used for organizing a huge number of text documents into a well-organized form.,BACKGROUND
11963,"In the majority of the clustering algorithms, the number of clusters must be specified apriori, which is a drawback of these algorithms.",BACKGROUND
11967,"This problem is traditionally known as Affine Structure from Motion (Affine SfM), and can be solved using an elegant low-rank factorization formulation.",BACKGROUND
11968,"In this paper, we assume that an accelerometer and gyro are rigidly mounted with the camera, so that synchronized linear acceleration and angular velocity measurements are available together with the image measurements.",BACKGROUND
11970,Past research has shown the benefits of food journaling in promoting mindful eating and healthier food choices.,BACKGROUND
11971,"However, the links between journaling and healthy eating have not been thoroughly examined.",BACKGROUND
11972,"Beyond caloric restriction, do journalers consistently and sufficiently consume healthful diets?",BACKGROUND
11973,How different are their eating habits compared to those of average consumers who tend to be less conscious about health?,BACKGROUND
11987,"Wireless network applications, such as, searching, routing, self stabilization and query processing can be modeled as random walks on graphs.",BACKGROUND
11988,"Stateless Opportunistic routing technique is a robust distributed routing technique based on random walk approach, where nodes transfer the packets to one of their direct neighbors uniformly, until the packets reach their destinations.",BACKGROUND
11989,"Simplicity in execution, fault tolerance, low overhead and robustness to topology changes made it more suitable to wireless sensor networks scenarios.",BACKGROUND
11990,But the main disadvantage of stateless opportunistic routing is estimating and studying the effect of network parameters on the packet latency.,BACKGROUND
11993,The basic indicators of a researcher's productivity and impact are still the number of publications and their citation counts.,BACKGROUND
11994,"These metrics are clear, straightforward, and easy to obtain.",BACKGROUND
11995,"When a ranking of scholars is needed, for instance in grant, award, or promotion procedures, their use is the fastest and cheapest way of prioritizing some scientists over others.",BACKGROUND
11996,"However, due to their nature, there is a danger of oversimplifying scientific achievements.",BACKGROUND
11997,"Therefore, many other indicators have been proposed including the usage of the PageRank algorithm known for the ranking of webpages and its modifications suited to citation networks.",BACKGROUND/METHODS
11998,"Nevertheless, this recursive method is computationally expensive and even if it has the advantage of favouring prestige over popularity, its application should be well justified, particularly when compared to the standard citation counts.",BACKGROUND/METHODS
12001,"System Gramian matrices are a well-known encoding for properties of input-output systems such as controllability, observability or minimality.",BACKGROUND
12002,These so-called system Gramians were developed in linear system theory for applications such as model order reduction of control systems.,BACKGROUND
12005,Deep Reinforcement Learning (DRL) has achieved impressive success in many applications.,BACKGROUND
12006,"A key component of many DRL models is a neural network representing a Q function, to estimate the expected cumulative reward following a state-action pair.",BACKGROUND
12013,"The problem of robustly reconstructing a large number from its erroneous remainders with respect to several moduli, namely the robust remaindering problem, may occur in many applications including phase unwrapping, frequency detection from several undersampled waveforms, wireless sensor networks, etc.",BACKGROUND/OBJECTIVES
12014,"Assuming that the dynamic range of the large number is the maximal possible one, i.e., the least common multiple (lcm) of all the moduli, a method called robust Chinese remainder theorem (CRT) for solving the robust remaindering problem has been recently proposed.",BACKGROUND
12022,"Each robot's motion in the environment is modeled as a weighted transition system, and the mission is given as a Linear Temporal Logic (LTL) formula over a set of propositions satisfied by the regions of the environment.",BACKGROUND
12023,"In addition, an optimizing proposition must repeatedly be satisfied.",BACKGROUND
12027,"The problem of finding dominators in a directed graph has many important applications, notably in global optimization of computer code.",BACKGROUND
12028,"Although linear and near-linear-time algorithms exist, they use sophisticated data structures.",BACKGROUND
12033,Symbol synchronization among chemical sensors and nanomachines is one of the critical challenges to manage complex tasks in the nanonetworks with molecular communication (MC).,BACKGROUND
12034,"As in diffusion-based MC, most of the molecules arrive at the receptor closer to the start of the symbol duration, the wrong estimation of the start of the symbol interval leads to high symbol detection error.",BACKGROUND
12037,"In this lecture note, we describe high dynamic range (HDR) imaging systems; such systems are able to represent luminances of much larger brightness and, typically, also a larger range of colors than conventional standard dynamic range (SDR) imaging systems.",BACKGROUND/OBJECTIVES
12040,Bedside caregivers assess infants' pain at constant intervals by observing specific behavioral and physiological signs of pain.,BACKGROUND
12041,This standard has two main limitations.,BACKGROUND
12042,"The first limitation is the intermittent assessment of pain, which might lead to missing pain when the infants are left unattended.",BACKGROUND
12043,"Second, it is inconsistent since it depends on the observer's subjective judgment and differs between observers.",BACKGROUND
12044,"The intermittent and inconsistent assessment can induce poor treatment and, therefore, cause serious long-term consequences.",BACKGROUND
12045,"To mitigate these limitations, the current standard can be augmented by an automated system that monitors infants continuously and provides quantitative and consistent assessment of pain.",BACKGROUND
12046,Several automated methods have been introduced to assess infants' pain automatically based on analysis of behavioral or physiological pain indicators.,BACKGROUND
12049,A/B testing is a standard approach for evaluating the effect of online experiments; the goal is to estimate the `average treatment effect' of a new feature or condition by exposing a sample of the overall population to it.,BACKGROUND
12050,"A drawback with A/B testing is that it is poorly suited for experiments involving social interference, when the treatment of individuals spills over to neighboring individuals along an underlying social network.",BACKGROUND
12060,Deep CNNs have been pushing the frontier of visual recognition over past years.,BACKGROUND
12069,"Inspired by existing results in compressive sensing, our analysis is based on a (Lower) Restricted Isometry Property (LRIP), formulated in a non-linear fashion.",BACKGROUND/METHODS
12072,Business process models describe the way of working in an organization.,BACKGROUND
12073,"Typically, business process models distinguish between the normal flow of work and exceptions to that normal flow.",BACKGROUND
12074,"However, they often present an idealized view.",BACKGROUND
12075,This means that unexpected exceptions - exceptions that are not modelled in the business process model - can also occur in practice.,BACKGROUND
12076,"This has an effect on the efficiency of the organization, because information systems are not developed to handle unexpected exceptions.",BACKGROUND
12084,"Robust PCA, the problem of PCA in the presence of outliers has been extensively investigated in the last few years.",BACKGROUND
12085,Here we focus on Robust PCA in the column sparse outlier model.,BACKGROUND/OBJECTIVES
12086,The existing methods for column sparse outlier model assumes either the knowledge of the dimension of the lower dimensional subspace or the fraction of outliers in the system.,BACKGROUND
12087,However in many applications knowledge of these parameters is not available.,BACKGROUND
12090,We replicate a variation of the image captioning architecture by Vinyals et al.,BACKGROUND
12094,"If a robot is supposed to roam an environment and interact with objects, it is often necessary to know all possible objects in advance, so that a database with models of all objects can be generated for visual identification.",BACKGROUND
12095,"However, this constraint cannot always be fulfilled.",BACKGROUND
12096,"Due to that reason, a model based object recognition cannot be used to guide the robot's interactions.",BACKGROUND
12109,"As the number of charging Plug-in Electric Vehicles (PEVs) increase, due to the limited power capacity of the distribution feeders and the sensitivity of the mid-way distribution transformers to the excessive load, it is crucial to control the amount of power through each specific distribution feeder to avoid system overloads that may lead to breakdowns.",BACKGROUND/OBJECTIVES
12113,We assume that the exact small-signal model of the power system at the onset of a contingency is not known to the operator and use the nominal model and online measurements of the generator states and control inputs to rapidly converge to a state-feedback controller that minimizes a given quadratic energy cost.,BACKGROUND
12118,Currently the area of VANET lacks in having some better designed algorithms to handle dynamic change and frequent disruption due to the high mobility of the vehicles.,BACKGROUND
12119,"There are many techniques to disseminate messages across the moving vehicles but they are all highly dependent on some conditions involving flow, density and speed.",BACKGROUND
12120,The two techniques that are commonly used are AODV (Ad Hoc on Demand Distance Vector) and DSRC (Dedicated Short Range Communication).,BACKGROUND
12126,LoopInvGen is an efficient implementation of the inference technique originally proposed in our earlier work on PIE (https://doi.org/10.1145/2908080.2908099).,BACKGROUND/OBJECTIVES
12137,The analysis of large collections of image data is still a challenging problem due to the difficulty of capturing the true concepts in visual data.,BACKGROUND
12138,The similarity between images could be computed using different and possibly multimodal features such as color or edge information or even text labels.,BACKGROUND
12139,This motivates the design of image analysis solutions that are able to effectively integrate the multi-view information provided by different feature sets.,BACKGROUND
12143,New technological developments have made it possible to interact with computer systems and applications anywhere and anytime.,BACKGROUND
12144,"It is vital that these applications are able to adapt to the user, as a person, and to its current situation, whatever that is.",BACKGROUND
12145,"Therefore, the premises for evolution towards a learning society and a knowledge economy are present.",BACKGROUND
12148,"This architecture is the outcome of our endeavour to develop ePH, a system for sharing public interest information and knowledge, which is accessible through always-on, context-aware services.",BACKGROUND
12149,This paper presents an effective color normalization method for thin blood film images of peripheral blood specimens.,BACKGROUND/OBJECTIVES
12150,Thin blood film images can easily be separated to foreground (cell) and background (plasma) parts.,BACKGROUND
12161,Fuzzing and symbolic execution are popular techniques for finding vulnerabilities and generating test-cases for programs.,BACKGROUND
12162,"Fuzzing, a blackbox method that mutates seed input values, is generally incapable of generating diverse inputs that exercise all paths in the program.",BACKGROUND
12163,"Due to the path-explosion problem and dependence on SMT solvers, symbolic execution may also not achieve high path coverage.",BACKGROUND
12175,The basic objective of data visualization is to provide an efficient graphical display for summarizing and reasoning about quantitative information.,BACKGROUND
12176,"During the last decades, political science has accumulated a large corpus of various kinds of data such as comprehensive factbooks and atlases, characterizing all or most of existing states by multiple and objectively assessed numerical indicators within certain time lapse.",BACKGROUND
12177,"As a consequence, there exists a continuous trend for political science to gradually become a more quantitative scientific field and to use quantitative information in the analysis and reasoning.",BACKGROUND
12178,"It is believed that any objective analysis in political science must be multidimensional and combine various sources of quantitative information; however, human capabilities for perception of large massifs of numerical information are limited.",BACKGROUND
12179,"Hence, methods and approaches for visualization of quantitative and qualitative data (and, especially multivariate data) is an extremely important topic.",BACKGROUND
12182,"Chagas disease is a neglected disease, and information about its geographical spread is very scarse.",BACKGROUND
12188,We revisit the Blind Deconvolution problem with a focus on understanding its robustness and convergence properties.,BACKGROUND
12195,Delayed feedback control is an easy realizable control method which generates control force by comparing the current and the delayed version of the system states.,BACKGROUND
12206,"In this problem, there is a server storing a database, and a user which knows a linear combination of a subset of messages in the database as a side information.",BACKGROUND
12207,"The number of messages contributing to the side information is known to the server, but the indices and the coefficients of these messages are unknown to the server.",BACKGROUND
12208,"The user wishes to download a message from the server privately, i.e., without revealing which message it is requesting, while minimizing the download cost.",BACKGROUND
12209,"In this work, we consider two different settings for the PIR-CSI problem depending on the demanded message being or not being one of the messages contributing to the side information.",BACKGROUND
12211,Centrality is one of the most studied concepts in social network analysis.,BACKGROUND
12212,"There is a huge literature regarding centrality measures, as ways to identify the most relevant users in a social network.",BACKGROUND
12223,Full duplex (FD) communications has the potential to double the capacity of a half duplex (HD) system at the link level.,BACKGROUND
12224,"However, in a cellular network, FD operation is not a straightforward extension of half duplex operations.",BACKGROUND
12225,The increased interference due to a large number of simultaneous transmissions in FD operation and realtime traffic conditions limits the capacity improvement.,BACKGROUND
12226,Realizing the potential of FD requires careful coordination of resource allocation among the cells as well as within the cell.,BACKGROUND
12232,A family of reconfigurable parallel robots can change motion modes by passing through constraint singularities by locking and releasing some passive joints of the robot.,BACKGROUND
12239,"In good old-fashioned artificial intelligence (GOFAI), humans specified systems that solved problems.",BACKGROUND
12240,Much of the recent progress in AI has come from replacing human insights by learning.,BACKGROUND
12241,"However, learning itself is still usually built by humans -- specifically the choice that parameter updates should follow the gradient of a cost function.",BACKGROUND
12242,"Yet, in analogy with GOFAI, there is no reason to believe that humans are particularly good at defining such learning systems: we may expect learning itself to be better if we learn it.",BACKGROUND
12243,Recent research in machine learning has started to realize the benefits of that strategy.,BACKGROUND
12244,We should thus expect this to be relevant for neuroscience: how could the correct learning rules be acquired?,BACKGROUND
12245,"Indeed, cognitive science has long shown that humans learn-to-learn, which is potentially responsible for their impressive learning abilities.",BACKGROUND
12247,Aspect-level sentiment classification aims to identify the sentiment expressed towards some aspects given context sentences.,BACKGROUND
12252,Fine-grained entity type classification (FETC) is the task of classifying an entity mention to a broad set of types.,BACKGROUND
12253,Distant supervision paradigm is extensively used to generate training data for this task.,BACKGROUND
12254,"However, generated training data assigns same set of labels to every mention of an entity without considering its local context.",BACKGROUND
12255,Existing FETC systems have two major drawbacks: assuming training data to be noise free and use of hand crafted features.,BACKGROUND
12275,"Recently, the end-to-end approach that learns hierarchical representations from raw data using deep convolutional neural networks has been successfully explored in the image, text and speech domains.",BACKGROUND
12276,This approach was applied to musical signals as well but has been not fully explored yet.,BACKGROUND
12288,One viable solution for continuous reduction in energy-per-operation is to rethink functionality to cope with uncertainty by adopting computational approaches that are inherently robust to uncertainty.,BACKGROUND
12297,Prevalent models based on artificial neural network (ANN) for sentence classification often classify sentences in isolation without considering the context in which sentences appear.,BACKGROUND
12298,"This hampers the traditional sentence classification approaches to the problem of sequential sentence classification, where structured prediction is needed for better overall classification performance.",BACKGROUND
12301,This report summarizes the results of a short-term student research project focused on the usage of Swedish Wikipedia.,BACKGROUND
12311,Deep Neural Networks (DNNs) have demonstrated exceptional performance on most recognition tasks such as image classification and segmentation.,BACKGROUND
12312,"However, they have also been shown to be vulnerable to adversarial examples.",BACKGROUND/OBJECTIVES
12319,A key element in defending computer networks is to recognize the types of cyber attacks based on the observed malicious activities.,BACKGROUND
12320,"Obfuscation onto what could have been observed of an attack sequence may lead to mis-interpretation of its effect and intent, leading to ineffective defense or recovery deployments.",BACKGROUND
12322,Determining the ECA is a NP-Hard problem due to the combinatorial number of possibilities.,BACKGROUND
12325,Clinical Decision Support Systems (CDSS) form an important area of research.,BACKGROUND
12337,"As open-ended human-chatbot interaction becomes commonplace, sensitive content detection gains importance.",BACKGROUND
12345,"Autonomous planetary vehicles, also known as rovers, are small autonomous vehicles equipped with a variety of sensors used to perform exploration and experiments on a planet's surface.",BACKGROUND
12346,"Rovers work in a partially unknown environment, with narrow energy/time/movement constraints and, typically, small computational resources that limit the complexity of on-line planning and scheduling, thus they represent a great challenge in the field of autonomous vehicles.",BACKGROUND
12347,"Indeed, formal models for such vehicles usually involve hybrid systems with nonlinear dynamics, which are difficult to handle by most of the current planning algorithms and tools.",BACKGROUND
12348,"Therefore, when offline planning of the vehicle activities is required, for example for rovers that operate without a continuous Earth supervision, such planning is often performed on simplified models that are not completely realistic.",BACKGROUND
12350,"Drawing inspiration from the theory of linear ""decomposable systems"", we provide a method, based on linear matrix inequalities (LMIs), which makes it possible to prove the convergence (or consensus) of a set of interacting agents with polynomial dynamic.",BACKGROUND/OBJECTIVES/METHODS/RESULTS
12357,"Recent studies observe that app foreground is the most striking component that influences the access control decisions in mobile platform, as users tend to deny permission requests lacking visible evidence.",BACKGROUND
12358,"However, none of the existing permission models provides a systematic approach that can automatically answer the question: Is the resource access indicated by app foreground?",BACKGROUND/OBJECTIVES
12364,The numerical size of academic publications that are being published in recent years had grown rapidly.,BACKGROUND
12365,Accessing and searching massive academic publications that are distributed over several locations need large amount of computing resources to increase the system performance.,BACKGROUND
12370,"Dual to the usual noisy channel coding problem, where a noisy (classical or quantum) channel is used to simulate a noiseless one, reverse Shannon theorems concern the use of noiseless channels to simulate noisy ones, and more generally the use of one noisy channel to simulate another.",BACKGROUND
12371,"For channels of nonzero capacity, this simulation is always possible, but for it to be efficient, auxiliary resources of the proper kind and amount are generally required.",BACKGROUND
12372,"In the classical case, shared randomness between sender and receiver is a sufficient auxiliary resource, regardless of the nature of the source, but in the quantum case the requisite auxiliary resources for efficient simulation depend on both the channel being simulated, and the source from which the channel inputs are coming.",BACKGROUND
12377,"A tensor network is a diagram that specifies a way to ""multiply"" a collection of tensors together to produce another tensor (or matrix).",BACKGROUND
12378,"Many existing algorithms for tensor problems (such as tensor decomposition and tensor PCA), although they are not presented this way, can be viewed as spectral methods on matrices built from simple tensor networks.",BACKGROUND
12380,"An important and challenging family of tensor problems comes from orbit recovery, a class of inference problems involving group actions (inspired by applications such as cryo-electron microscopy).",BACKGROUND
12381,Orbit recovery problems over finite groups can often be solved via standard tensor methods.,BACKGROUND
12382,"However, for infinite groups, no general algorithms are known.",BACKGROUND
12385,"An untested assumption behind the crowdsourced descriptions of the images in the Flickr30K dataset (Young et al., 2014) is that they ""focus only on the information that can be obtained from the image alone"" (Hodosh et al., 2013, p. 859).",BACKGROUND
12388,"Spatial information is often expressed using qualitative terms such as natural language expressions instead of coordinates; reasoning over such terms has several practical applications, such as bus routes planning.",BACKGROUND
12389,Representing and reasoning on trajectories is a specific case of qualitative spatial reasoning that focuses on moving objects and their paths.,BACKGROUND
